	logFC
Slc4a11	-0.15277742727064939
Casp8	-0.15286873974842857
R3hcc1l	-0.15289825191874068
Rad51	-0.1529727061339419
Plekha3	-0.15323903430357141
Gab3	-0.15329564710817312
Nfxl1	-0.15333387746145682
Plekhm3	-0.1533949143308151
Me1	-0.15344215127527616
Cc2d1a	-0.15351286976121747
Donson	-0.15351580780177934
Paics	-0.15357377570152325
Chmp7	-0.15360781986674793
Rhoc	-0.15366399594164915
Rpl5	-0.1536649527635339
Il15ra	-0.15368008908416433
C1galt1c1	-0.15370308644644112
Slc25a45	-0.15379602553323152
Mtmr6	-0.15381957714911254
Cda	-0.1538905949751865
Tagln	-0.15398532653412356
Acat3	-0.1540330675044033
Tmppe	-0.15403916712583965
Cmas	-0.15404146676471434
Snrnp25	-0.1540454910757353
Fgfbp3	-0.15404660625414207
Fam72a	-0.15425607259375212
Ocrl	-0.15428437591789174
1700066M21Rik	-0.15440613566421166
1110038F14Rik	-0.15456156510422228
Ubr7	-0.15457535016221619
Med31	-0.1546050405007759
8030462N17Rik	-0.15464067312290616
Gmcl1	-0.15481439087292573
Tmem69	-0.1548226315469446
Slc9a8	-0.15487392743693287
Rps6ka3	-0.15505414643715568
Gpr137b	-0.15519934903318883
Sbds	-0.15528054398584684
Xbp1	-0.15533917871938455
Serpinf1	-0.15540972956076718
Map3k12	-0.15546277080506665
Aplp2	-0.15567881070403916
Sdcbp	-0.15576380703388917
Filip1	-0.15587823835296571
Rinl	-0.15592658423284078
Zfp458	-0.1560825287864968
Nqo2	-0.1561205630617349
Ccdc101	-0.15619348553555984
Pigx	-0.1561971994560838
Maged2	-0.15623321815403926
Zbtb4	-0.15625702857530224
AK010878	-0.15654299884743003
AW209491	-0.1567509380195072
C2cd2	-0.15678830678535427
Efcab12	-0.1569012047366894
Tubgcp6	-0.15704973159928387
Sumf1	-0.15723348941353044
Zfp334	-0.1572507629679518
Gm11974	-0.1573292805345954
Vps35	-0.15734442197003345
Rpl37a	-0.15759705118199566
Prkcdbp	-0.15766725364503076
Zfp949	-0.15774183788910592
Wac	-0.15778847055379105
Snai1	-0.15787132814464386
Usp47	-0.157966733686915
Rbl1	-0.15804474817714081
Ssr3	-0.15808020236450437
Lmbrd2	-0.15809129662528412
Arl6	-0.15826053492695347
Rad1	-0.1582638857760433
Cd82	-0.15827836798354034
Fam195a	-0.15828406644298196
Snapc3	-0.15829975358245182
Prdx1	-0.15835666814464078
Ube2k	-0.15838300362139066
Rras	-0.1585064059188994
Tmpo	-0.1586466665245224
Inpp5b	-0.15868571629242437
Chchd4	-0.15907378091125185
Lyst	-0.1591617826181202
Pkn3	-0.15917259815591495
Cdk5	-0.1591745319453509
Kif24	-0.15931187541017222
Ttc9c	-0.1593341505904416
Snapin	-0.15937631613429373
Zfp52	-0.1593816370138435
Tra2b	-0.15943198735956765
Trib3	-0.15947025352557664
Cant1	-0.1597157645608868
Limk2	-0.15972484947890037
Ctc1	-0.15992750715261608
Rnf121	-0.16003227907828382
Rbm45	-0.1600665778436503
Thyn1	-0.16015039886880084
Mapre2	-0.16019062263819062
Scyl2	-0.16036483079784986
Brca2	-0.16036993655455534
Arid4a	-0.16040345732306258
Arid4b	-0.16041893328553464
Acox1	-0.16057077851008797
Mrpl44	-0.1605874953482286
Lgals1	-0.16063933683919995
Hint1	-0.16065340231277359
Pan2	-0.16068067148251147
Cdyl	-0.16070227374671733
Pola2	-0.16081791792028063
Unc119	-0.16094245713734598
Gtf3c6	-0.16094709451866443
C230035I16Rik	-0.16094776267699823
Letm2	-0.160947816415224
Hist1h2bg	-0.16094789199606627
Ankrd66	-0.1609479347265397
Trim52	-0.16094843857499802
Med9os	-0.16094846893235848
Fcer1g	-0.16094855934502847
Dusp28	-0.1609485702676692
Tubb2b	-0.1609488130769133
9030624G23Rik	-0.16094888223911072
Snora78	-0.1609489448652525
Gm17801	-0.16094900828659797
Snora31	-0.16094919953434458
Rps15	-0.16094922567216266
Mpp5	-0.16095026820425673
2310014L17Rik	-0.16095076596469687
A830080D01Rik	-0.16095081790846963
Klc4	-0.1609538528101391
Tmcc3	-0.16131890462918247
Qk	-0.16133814013287506
6430706D22Rik	-0.16138464680594894
Dcaf5	-0.16153073933925952
Txnip	-0.16158908354992
Smarcd2	-0.16159091783007673
Paqr4	-0.16166069773710057
Tceb3	-0.16171887175996386
Snrpg	-0.16185303653295763
Whamm	-0.16222733203518447
Ippk	-0.1623655174439105
Alg11	-0.1623706522185832
Pggt1b	-0.16250795073444996
Dexi	-0.1626359134411897
Arl6ip1	-0.162787621256263
Cr1l	-0.16286818217584334
Gpatch2l	-0.1629419581150159
Stx2	-0.16303866407781112
Rpl35	-0.16306726328251075
Mtmr9	-0.16313476428554372
Rps26	-0.16313890461770617
Plekhg5	-0.1632264438550507
Herpud2	-0.1632282162515275
Clcn7	-0.16331224710233383
Apobr	-0.163515375409949
Lgals4	-0.1635481849331723
Mmp14	-0.16358103835486257
Stx18	-0.1635945514348384
Aida	-0.1636009625514915
Zfp869	-0.16361015502238532
Uaca	-0.1636702444199362
Ica1	-0.16368602736725604
D930048N14Rik	-0.16372548590576125
Snrpd3	-0.1637321394936814
Tspan3	-0.16406911350177433
Odf2	-0.16446488536422502
Cluap1	-0.16448119820844553
Cwc15	-0.16448405082856435
Rpl4	-0.16453008045040327
Fam179b	-0.16454165357560538
Impdh2	-0.1645904657586961
Rabgap1	-0.16467534580554577
Stxbp4	-0.16477250458789824
Papd7	-0.1648144607292553
Gosr1	-0.16486618521177668
Lrrcc1	-0.16497712115319074
Ftl1	-0.16508334561656765
Aebp2	-0.1651665177884596
2510002D24Rik	-0.16529956288893885
Ccdc61	-0.16535347453833593
Dgke	-0.16544887496973906
Elf1	-0.16550055500759922
Fxn	-0.16556069398529807
Agap3	-0.16572403164784813
Prx	-0.16592551256515356
Pak1ip1	-0.1659372842525014
5830417I10Rik	-0.16608957025444604
Dusp11	-0.16615200431740268
Prr14	-0.1661750583090525
Gm20939	-0.16618302799838608
Fosl2	-0.16620791545407293
Mbd1	-0.1664017026358104
Jup	-0.16650850757234006
Zfp553	-0.16651556105249093
1110012L19Rik	-0.16654326381661338
Srxn1	-0.16656891948818814
Mlkl	-0.16672434710570652
Mrps30	-0.1667320887861294
Rad52	-0.16676999750760355
Coa4	-0.16677759905195635
Tmem2	-0.16680055592115134
5430417L22Rik	-0.1668402791348355
Cct4	-0.1668501628364418
Hace1	-0.16690789354321342
Fam168b	-0.16696752210261775
Zscan12	-0.16702817909071907
Pcna	-0.16703927369584798
Lias	-0.1670409461725945
Traf3ip1	-0.1671083474275983
Dnajc9	-0.16722622592764655
Dgkz	-0.16725846101935202
Srp14	-0.16735147227092947
D430042O09Rik	-0.16737079030877922
Magi3	-0.1674807246897056
Sowahc	-0.167521110349798
Cap1	-0.1675363570351089
Tomm70a	-0.16756167424759635
Gm12191	-0.16757881920947335
Cxx1b	-0.16772364650621777
Xiap	-0.16784530771685913
Gnai2	-0.16791039082531695
Pcm1	-0.16793210198253114
Crem	-0.16814215377360212
Kctd6	-0.16832255846815053
4932416H05Rik	-0.16832843070825348
Parp4	-0.16839470367486772
Tmem50a	-0.16856250037548084
Dnajc2	-0.16864874326142376
Rplp0	-0.1687721293049076
Rpl11	-0.16880556481965103
Nup54	-0.16883193261045398
Mpzl1	-0.16884586536419327
Pdia5	-0.16894499577731584
Sh3bgrl3	-0.16896341394518305
Lrrc40	-0.16904598132189774
Firre	-0.16911385752544233
Enpp5	-0.1692551820523139
Nup43	-0.16929609573636245
2700094K13Rik	-0.16932802791827628
Cyp4f17	-0.16935736473596635
Fbxo36	-0.16936005997645592
Zfp90	-0.16936060780709963
2410004B18Rik	-0.16939855621918687
Zfp236	-0.1694047469962663
Bcs1l	-0.16942841524101132
Uqcr11	-0.16953288203466219
Snf8	-0.16960781285833385
Oxct1	-0.16988884854943725
Tbc1d23	-0.16996642065223164
Cdca8	-0.16997790026774467
Ppp1r13b	-0.17003148733249568
Zfp595	-0.17022002045079523
Parg	-0.17029164371766975
Ocel1	-0.1703467335821349
Nfkbie	-0.17037438411441486
Morf4l1	-0.17040055422805653
Trim26	-0.17041470319372667
Tmem120b	-0.17044798404619657
Cdh24	-0.1705089711003351
Mtbp	-0.17054112510959052
Tomm40l	-0.1707900610498055
Prpf4b	-0.1708096268477015
Zfp386	-0.17087201333467406
Cbfb	-0.17102762928534654
Fam73a	-0.17112636948492463
Cdc42bpa	-0.1711684748931132
Egln1	-0.17118463926476898
Fkbp8	-0.17126938171380302
Snrpa1	-0.17129018429964327
Sntb2	-0.1713542937607792
1810009A15Rik	-0.17136014322436993
Dennd5b	-0.17144169779440468
Patz1	-0.17152271718092635
Tmem70	-0.1715672465045856
BC039771	-0.1715944442262787
Txndc9	-0.17162270521522235
Tmem158	-0.17169092207618833
Srsf5	-0.1717765653198643
Pms2	-0.1717873534866781
Fgfr1op	-0.17188489915985344
Rit1	-0.17197326981204578
Utp3	-0.17200418182185018
Setdb2	-0.17216360226362604
Sumo2	-0.17223533353457243
Rab31	-0.17224915114713577
BC017643	-0.17231602271892707
Cd99l2	-0.17245734436154037
Mavs	-0.17251869253133223
Med10	-0.1725310676841145
Lrrc16a	-0.17259536904713116
Rap1a	-0.1728565531310257
Crbn	-0.1728957784239983
Mknk2	-0.1729642441232468
Lbp	-0.17301140857569666
Flt1	-0.1731841999687039
Rpe	-0.17319010794314915
Dynlt3	-0.1732372948841536
Uggt2	-0.17327610715228775
Cdc42ep5	-0.17328989680181253
Tk2	-0.17339529573801793
Ube3a	-0.17342195394600354
Glb1l	-0.17347200163493293
Coq10b	-0.17348784789280783
Socs7	-0.1735745670182313
Ppp1r18	-0.17372306691986608
Zmat3	-0.17395111490375934
Mbip	-0.17396287658655707
Tgm2	-0.17397358165595805
1700017B05Rik	-0.17400860791713638
Cep57	-0.17401600680231386
Lin54	-0.17401697751342923
Ptpdc1	-0.17404275652956228
2010107E04Rik	-0.1740532880942381
Zfx	-0.1740566738401539
Phf14	-0.17411615187460783
Dpcd	-0.1741778782778278
Snx12	-0.174285474864517
Zbtb8os	-0.17438864937897744
Etfa	-0.17443514072479713
Sec11c	-0.17445887450810466
Mrpl11	-0.1745348297140935
Pacs2	-0.17456861811055152
Plagl1	-0.17462242237958822
Plekha2	-0.17476279828047436
Ing4	-0.17480910409171677
Zfp932	-0.1748880757671062
Timeless	-0.17495503086369948
Mrpl18	-0.175019463791392
Casz1	-0.17505907011580846
Cul4b	-0.17506007430799658
Tcp11l2	-0.1750714125792783
Calm3	-0.17508202006141954
Pde6d	-0.17521939611923304
Tmem179b	-0.175257899609552
Mrpl14	-0.17533260957593189
Flt3l	-0.1755817881860343
Mrpl20	-0.17569979836474872
Cbx5	-0.175955827425965
Rnd1	-0.17603923668720475
Rgp1	-0.17616571513865242
Rassf2	-0.1762806985127983
Med28	-0.17630495043935557
Spag7	-0.1764752170531473
Arl16	-0.1764765134622058
Fnbp1l	-0.17668124798052265
Rab7	-0.17674617820565533
Pdcd5	-0.17680923960111916
Mtf1	-0.17700402597778073
Nfkb2	-0.17710264381988647
Ttc30b	-0.17711585302403451
Zfand2a	-0.17717708415366218
1110059E24Rik	-0.17732644331867053
Fam228a	-0.17743031708867796
Ermard	-0.17749800564213225
Tor3a	-0.17760019369930288
Pgd	-0.17769307984595242
Rad54b	-0.1778208668789968
Med4	-0.17783247675408154
Tlk2	-0.17794138412837104
Zfp563	-0.17802413127431535
Cul4a	-0.1780980201742477
Katnb1	-0.1781090905651101
Nudt5	-0.17811401804367896
Cmc2	-0.17813458115409447
Gzf1	-0.17819572857608473
Hspb6	-0.17825682146929656
Selt	-0.1784126733587253
Reps2	-0.17855102978535406
Gm17066	-0.17856983887907166
Bckdha	-0.1785739358303781
Taf12	-0.17859701580323886
Aldh2	-0.17864325787290125
Rassf7	-0.17865001911340764
Mrps21	-0.17865390734654607
Picalm	-0.1786748900198708
Slc35a3	-0.17869832011242903
Prim1	-0.1790744946535537
Sdr39u1	-0.1790752546319817
Iws1	-0.1791350529242596
Ttc14	-0.17923025810897317
Etohi1	-0.1792717983611548
Ppp1r12b	-0.17932980519537367
Fam120a	-0.17934942710948257
9930021J03Rik	-0.17947178945742878
Prpf38a	-0.1795228727715588
Smc2	-0.1795466944140539
Spag1	-0.179657049441031
Lztfl1	-0.17966458565229199
Sgk3	-0.17973319941194635
Sec61g	-0.17984880966081068
Gzmm	-0.1800546483815114
Tmem82	-0.1800562830288289
Stamos	-0.1800563670948978
Parm1	-0.18005662714948723
Rgl2	-0.18008142668748844
Tatdn3	-0.18013740974502412
Gm10785	-0.18015294443359714
Kdm6b	-0.18035547226839738
Dek	-0.18038292629375074
D5Ertd579e	-0.18042266555456227
Rpl24	-0.18043433483706728
Cnksr3	-0.18047368319285037
Mdfic	-0.1805198765205716
Slfn5	-0.18058916646581014
Nfil3	-0.18080017503785503
Zfp84	-0.18087066638321514
Dgcr6	-0.18087329852621611
Mocs2	-0.18089015608770406
Tbc1d22a	-0.18091159749607957
Dnajc11	-0.18109266131240082
Vash1	-0.18124123483531684
Rps27a	-0.1813235273502916
Aldh5a1	-0.1814918033541334
Sssca1	-0.18155199126484864
Ddrgk1	-0.18157925275633252
Mrpl55	-0.18164569246831205
Naca	-0.18165531678306784
2700049A03Rik	-0.1816565327398244
Cep72	-0.1817065451941784
C630043F03Rik	-0.18170760471821806
Elof1	-0.18173553354712138
Lsm14b	-0.18180657157262783
Bcl7b	-0.182017635360802
Synpo	-0.18205204876322617
2210408F21Rik	-0.18212622791112495
Slc4a1ap	-0.18217435307133417
Id1	-0.18227092784370272
Ndufaf3	-0.18231959880083584
Glmn	-0.18232219675541322
Mir22hg	-0.1823507884761015
Zfp599	-0.18241749553403303
Rps19	-0.18259747405045185
Zbp1	-0.182644003756126
Smpd1	-0.18277163175430816
Polr3e	-0.1827896680528844
Pcnp	-0.18283930435900034
Rps3	-0.18287527928441127
Cops6	-0.18287708575531803
Pmp22	-0.18289831931348519
Sema6d	-0.183039133786636
Rad51c	-0.18311084670014255
Znhit1	-0.18318345779386586
Zfp623	-0.18320121447864107
Polr3gl	-0.18325586793616755
Ets2	-0.18355221263628235
Mtpn	-0.1835530704219785
Dusp1	-0.1835847642239667
Fbxo11	-0.18361769681005305
Fam161a	-0.18366245171113665
Pxmp4	-0.18367060712828528
Fktn	-0.18385496516871633
Zmynd11	-0.18386572738708165
Apoa1bp	-0.18389830602780297
Ctdspl2	-0.18390098925424586
Ddx60	-0.18406755239682288
Poglut1	-0.18409574897771627
Ppp2r2a	-0.18419136717110043
Pmpca	-0.18419337671483824
Sel1l	-0.18420626121400524
9530082P21Rik	-0.18424508059726166
Fbxl8	-0.18440817673892085
Flot1	-0.1845709046152559
Ern1	-0.1847197708511278
C920021L13Rik	-0.18479986313593966
Stag2	-0.1848208156906674
Rab28	-0.18498327040249063
Rps17	-0.1849912862830716
Chkb	-0.184998260708672
Pcgf2	-0.18521825881174508
Zfp64	-0.18523015360809872
Hoxb7	-0.18524405344089934
Dtx2	-0.18539926492683226
Irak1	-0.1855318794941253
Ube2t	-0.18572194014800755
Elp5	-0.18582496964291148
Xrcc4	-0.18597403372782326
Derl1	-0.18606003964587786
Rps24	-0.18610915667721709
Scn3b	-0.1861113240643413
Rhot2	-0.18619874222746366
Fibp	-0.1862084304984919
Scp2	-0.1862717730537957
Dnaja2	-0.18645386031423716
Slk	-0.18648177586037903
Cdc26	-0.18652114747231574
Map1lc3b	-0.186670383685867
Naa16	-0.18668735807764789
Epm2a	-0.18695406979877405
Lamtor3	-0.18712714537885808
Rbbp9	-0.18718070424267763
Rps27l	-0.18739466807836075
Bloc1s1	-0.1874516992166381
Clec16a	-0.18755132284082188
Pde12	-0.18772028781827343
Mrrf	-0.1877477275648516
Impa2	-0.18778228200129862
Dcbld2	-0.1878461542021772
Utp11l	-0.1879218857072255
Rragc	-0.18795795783023045
Kif3a	-0.18798775731533304
Pnn	-0.1880598257792166
Espl1	-0.18812495353215672
Hcfc1r1	-0.1885107294962329
Ints4	-0.1885659508696135
Ldhd	-0.1885875982370435
Kcmf1	-0.18860370606037397
Stk35	-0.18863725574059462
Pin4	-0.18868307123751304
Slc16a6	-0.18868979245329254
Zfp740	-0.18873332649390576
Ppp2r5a	-0.18875400927143876
2410015M20Rik	-0.1888060501181992
Exoc1	-0.18886007041100492
Cyth1	-0.18886679590860178
Arpp19	-0.1888747148544153
1700049G17Rik	-0.1889626428671312
Rundc1	-0.18896324030369907
1700120C14Rik	-0.18896783686780438
Snhg6	-0.1890202442089129
0610030E20Rik	-0.18938132770340096
Trmt10c	-0.18956305018295888
Kif14	-0.18973772104318054
H2afv	-0.18987285936292614
Gcdh	-0.19001670782609043
Zfp120	-0.19008455613939876
Kansl3	-0.19009930573501013
Ecd	-0.1901283750244601
Clcn3	-0.19026196794107703
Fam69b	-0.19026396554932767
Tmem129	-0.19030477393916087
Pold4	-0.19033290047485593
Atrn	-0.1905595201766309
Snx21	-0.19057388187556695
Sh3bgrl	-0.19058526276116422
Nxf1	-0.19058842460928
St6gal1	-0.1906082166412402
Dguok	-0.19065152720405767
Gskip	-0.19074404079528776
Rpl41	-0.19077010894352106
Rab22a	-0.1907722900625682
BC029214	-0.1908188738457003
Glce	-0.19085633825290402
Cobll1	-0.19087539606556092
Cdc42se2	-0.19105711351379936
Atxn2	-0.1913622317490825
Kifap3	-0.19148360510536372
Rheb	-0.19149838822387183
2200002D01Rik	-0.19167437884196942
Atp1a1	-0.19167747587403672
Enah	-0.19168653923338255
Jmjd1c	-0.19182297392765632
Efnb2	-0.19182445515901694
Vsig10	-0.19184393646721276
Vapa	-0.19186739627007798
Foxm1	-0.1920159732152812
Tssc1	-0.19207542899447627
N4bp2l2	-0.1920974508592667
Zfp874b	-0.1921377120005082
Atmin	-0.19214799545970707
Lrch3	-0.19238146594170746
C330007P06Rik	-0.19253208326118867
Cd27	-0.19254288597912383
Foxf1	-0.1925931553745636
Fcho2	-0.1926194844631482
Hoxd3	-0.19265838749261188
Hddc3	-0.1926586344943845
Cep83	-0.19273010386622974
Mbnl2	-0.1928127332449748
Slu7	-0.19281855510213528
Snrpd1	-0.19284560543467644
2210015D19Rik	-0.19300997380831578
Gins3	-0.19305627591338
Ttc33	-0.19310008208233229
Fip1l1	-0.19346782301911686
Psmc6	-0.19347799504346777
Ndfip2	-0.19348947409939937
Cblb	-0.1935465081579729
Carhsp1	-0.19359513434862974
Ssb	-0.19371470454309037
AI662270	-0.19387201378653893
Aagab	-0.1939278224308258
Nrbf2	-0.19396797005328956
Lrrfip2	-0.19397430736404453
Snx5	-0.1939947555138378
Grsf1	-0.19401012942529886
Yipf1	-0.19455116390851018
Rrm2	-0.19462551356633853
Mrpl16	-0.194655651865996
Terf1	-0.19467979878738872
Nsmce2	-0.19468694798166378
Zfp944	-0.19477265449306666
Cdc20	-0.1948064297885202
Atat1	-0.19484052353886783
Ksr1	-0.19485828228446714
Ccne1	-0.19490139336469786
Spats2	-0.19502286685057157
Kbtbd3	-0.19506537887511582
Snapc1	-0.19508858092164713
Lamtor5	-0.1951184247386633
Txndc17	-0.1951433152640292
Fgd5	-0.19514428050752175
Arhgef40	-0.19514491899460554
C230052I12Rik	-0.19518662574589965
Adipor2	-0.1952016998782015
Ranbp9	-0.19529475503842414
Hivep1	-0.19536209082975442
Zfp809	-0.19537988652791122
Rasgrp3	-0.19540632658212534
Mppe1	-0.19550382937294372
Rpl14	-0.1955546074942669
Dqx1	-0.19571412283966433
BC031181	-0.195785809595341
Nek2	-0.1958325352357496
Hltf	-0.19591287497795654
Incenp	-0.19615491462415674
Zfp646	-0.19618960194830445
Cenpc1	-0.19629471140602409
Tfec	-0.1963336600556373
Usp35	-0.19634359098033655
Mrps18c	-0.19636924587461566
Prss16	-0.1964919517770939
Coa6	-0.19649324294028991
Ntn3	-0.19654913005888666
Pop7	-0.19664221378867955
Cdc42	-0.19666114024580916
Mecp2	-0.19671416428096314
Zfp942	-0.1967673921952653
Rhno1	-0.19680954139580872
Rarg	-0.19681319219572718
Zfp472	-0.19683205774796209
C8g	-0.19686757935218818
Uba52	-0.19714317775317008
Rbm17	-0.19734939941197968
Fcgr3	-0.19747371918501405
1700096K18Rik	-0.1974756910946368
Il1rap	-0.19752396147585716
Samd8	-0.19756468356041101
Fam188a	-0.1976537353296953
Stat3	-0.19793695699686079
Adcy6	-0.1979541774866004
Snx24	-0.19796879542299153
Scfd1	-0.19802731858947542
Mertk	-0.19820705059729285
Map1a	-0.1982333953430923
Rps29	-0.19834087058736713
Lrrc32	-0.19837400729043111
Nelfe	-0.1984335854105791
Mettl7a1	-0.19851075255409778
Ifi30	-0.19853908299553868
Ankrd13a	-0.19889455377817378
Ech1	-0.19904687603811783
Grina	-0.1990513969124209
Ccdc137	-0.1990990303209831
Papd4	-0.19913038711675665
Gna13	-0.19919041478839328
Bzw1	-0.19923500571215064
Dnajb14	-0.19924373887625074
2610002J02Rik	-0.19925576366024572
Zkscan3	-0.19928831850101225
Add2	-0.1993026371995997
St6galnac4	-0.19946026970020433
Cops8	-0.19948225035570155
Bcar3	-0.19951805311349194
Rps8	-0.19983583997298393
Ccdc142	-0.19989525196062471
Nucb2	-0.19999342496515243
Pbx3	-0.20007558620842344
Adat2	-0.20008484144421787
Usp12	-0.20020817244118705
Wwc2	-0.20051396317776926
Mcam	-0.20052426042620394
Cyb561	-0.20052609476219008
2410127L17Rik	-0.20061100346404742
Fbxo30	-0.20062023487403333
Eif4a2	-0.20065818114372896
Smim14	-0.200789220094237
Cspp1	-0.20079699352410368
Zw10	-0.20080119809113803
Pea15a	-0.20086148206689722
Epg5	-0.20103224461694685
Rpl32	-0.20108740128169267
Ufm1	-0.2011212304534446
Efcab2	-0.2011358657201815
Hipk1	-0.2013917028339868
Pex11b	-0.20145018989027805
Tcaim	-0.2014664344856892
Emc2	-0.20150068825779313
Snhg8	-0.20159010382078116
Gm9958	-0.20159023569701648
Ccdc32	-0.20165735910579416
Dnajc14	-0.2017300990400767
Lime1	-0.2019361606784823
Fbxl3	-0.20198989837337142
Pomgnt1	-0.20203976826062683
Drg1	-0.2020692160366727
Dgcr14	-0.20206994452865004
Mfsd8	-0.20209601107382064
Gm10767	-0.20252821817066974
Tapt1	-0.20270033656971978
Gtf2b	-0.20275198329096694
A530054K11Rik	-0.20278839437539417
Luzp1	-0.2028098870638465
Trappc8	-0.20284064489807183
Trmt61b	-0.20297990897349955
Dnaic1	-0.20303270081465485
Ccdc12	-0.20305582473857553
Ttc39a	-0.20307401728732802
Hoxb6	-0.20312349829886728
9430015G10Rik	-0.20314658813469452
Eif2s3y	-0.2032284587705097
Socs4	-0.20341132994701816
AI987944	-0.203522776704743
Sms	-0.20353698285644786
Kptn	-0.20355062995450915
Mterfd2	-0.20360562147828368
Gli3	-0.203687785149687
Fem1b	-0.20370294572168443
Eml2	-0.2037958671084498
Asap2	-0.20381230907544085
Fbf1	-0.2039278582349758
Srp19	-0.20395100226914892
5730507C01Rik	-0.20400313973925222
Lipc	-0.20401651201832693
Gnrh1	-0.20401678365523784
Hoxa3	-0.204070462723905
Pdik1l	-0.20410976215298235
Nbr1	-0.2041416658439638
Nudt18	-0.2041446033690261
2700062C07Rik	-0.2043136359216837
Tubb4b	-0.2044556487568354
Gimap9	-0.20447486229181722
Rhot1	-0.20451291828335752
Psmd1	-0.20452509672637378
Tax1bp1	-0.20458025097189603
Marf1	-0.20460174849211932
Rtfdc1	-0.20484931732351333
Pacrgl	-0.20489113009112844
Coq4	-0.20489131353069046
BC068281	-0.2050258907714781
Foxc2	-0.20506683407342546
Zfp933	-0.20514891458881268
Anapc10	-0.20532230752570096
2610001J05Rik	-0.20535054783103435
Dtx3l	-0.20542586932631404
Cdkn2b	-0.20544663934671728
Spint2	-0.2057584114278286
Zfp276	-0.20576979673171147
Il24	-0.20603450179247867
Simc1	-0.2060691131116987
Gtse1	-0.20608273620720166
Igtp	-0.2060899171387094
Zfp160	-0.2065013447959102
Gba	-0.20678170189621659
Ccdc59	-0.20680110968439183
Ints10	-0.20685791312727056
Vkorc1l1	-0.20723127410147787
Cggbp1	-0.2073260112724874
Plekhf2	-0.2074180223721816
Cav2	-0.2075583003127363
Cks1b	-0.20758167743225456
AW011738	-0.20779550805327454
Tmem71	-0.20805536305134842
Zfp617	-0.20808709692964494
Lsm3	-0.20809192390475906
Tradd	-0.20809251639547316
Ikzf5	-0.20810776214618806
1700020D05Rik	-0.20825514179206311
Chchd2	-0.2084135056457063
Pcmtd1	-0.20848312618165873
Mnat1	-0.2084865227739895
Tmem256	-0.20860809544061654
Oser1	-0.20881353402853323
Ywhaq	-0.20897958859974664
Sumo3	-0.20909096439717992
Zfp655	-0.2091474232024282
March9	-0.20920716796981367
Dctpp1	-0.209241194809593
Naa20	-0.20972931675220738
Gm14305	-0.2098579302099246
Arhgap19	-0.21006552763573633
Prr5l	-0.21023183536666395
9430037G07Rik	-0.2103375981569495
Tmem184c	-0.2104049631839518
Zcchc8	-0.21041903099864168
Foxd2os	-0.21042389229790828
Adm2	-0.2105302070685472
Gm16982	-0.21069978924036414
Coro7	-0.21070570410657763
Napg	-0.21078399379940568
G2e3	-0.21131020677280773
Txnl4b	-0.21153665197027538
Vps25	-0.21155342093817983
Polr2i	-0.2116055499757426
Hnrnpd	-0.2116979347545945
Tyr	-0.21170984622335245
Hsbp1	-0.2117824519850756
Oxa1l	-0.2118236097811687
Sh2d3c	-0.21202587928675137
Fam214b	-0.21215585546019194
Fzd7	-0.21216822199732163
Map3k8	-0.21217645078965813
Mphosph8	-0.21226734970942485
Cdk6	-0.21268651747346068
Ing2	-0.2126939700059114
Sep15	-0.2127378146735856
Prkrip1	-0.2127752560964346
Tmem167b	-0.21280137529402737
Rer1	-0.21288899044588774
Bag3	-0.21294463781556772
Pmm2	-0.21296084281463057
Strada	-0.21299836239952952
Zzz3	-0.21319330991935642
Spcs1	-0.21330944577229186
Anapc15	-0.21331955956504262
Ubl5	-0.2133415223228896
Hspb11	-0.21341067096312666
Znrf2	-0.2134107863743489
Rem1	-0.2134124674525609
3110007F17Rik	-0.21341377559294994
Prkab1	-0.21341553439519204
Btbd8	-0.21341616238821218
5830454E08Rik	-0.21341629559710507
Nrn1l	-0.21341693835172337
Irgm1	-0.21346347227071935
Irx3	-0.21376540773712108
Usp42	-0.21379215594189596
Kctd12	-0.21398287012517966
Cnst	-0.2142799870392889
Bbx	-0.21453732553545937
Stk25	-0.2148029629646479
Zscan29	-0.21484608096863042
Adamts9	-0.21516600520832932
Orc6	-0.21552123441856819
Lhx6	-0.2155351369476736
Socs6	-0.2155437128137645
Ibtk	-0.21555916530584485
Rabep2	-0.21569760944693195
Dlc1	-0.215731025906622
AA986860	-0.21581240525687972
Paox	-0.2158136951033264
Serhl	-0.21582424406241146
Mad2l2	-0.21585844906562696
Neu1	-0.2160070641830985
Akirin2	-0.21621327379526506
Rps20	-0.21629475931876802
Rpl23a	-0.21636821507486656
Rqcd1	-0.2164302827503861
Bet1	-0.21651295470563398
Jak3	-0.21651485663532424
Cebpg	-0.21671963187645316
Magi1	-0.2167559269580604
Slfn3	-0.2169548643341196
Bnip1	-0.21709238576487958
Avl9	-0.21718763317957326
Tacc1	-0.2173154631356492
Tpk1	-0.21745291747760975
Anapc16	-0.21746296895413927
Rps3a1	-0.21748630904367403
Ndufa6	-0.2175033519824982
Tyms	-0.21768343393861003
Tomm6os	-0.21768452132630264
Apool	-0.21772228682050124
Cep68	-0.21788077984398094
Grhpr	-0.21793759803110052
Mrpl40	-0.21798134349777293
Ndufs3	-0.21811967358066156
Fam133b	-0.21813256795355113
Nifk	-0.21829994245601564
Frg1	-0.21836824019803294
Tm2d2	-0.21847302019780301
Mplkip	-0.21861158675141804
