,logFC,AveExpr,t,P.Value,adj.P.Val,B
LOC103690800,0.396371773,-0.369242086,0.33716495,0.742383409,0.999996286,-4.595525279
Emc9,-0.308017526,0.646663172,-0.337139618,0.742401982,0.999996286,-4.595787762
LOC102552150,0.377927139,-0.347443084,0.33713228,0.742407362,0.999996286,-4.59552944
Eltd1,-0.519528048,2.443397066,-0.337097324,0.742432991,0.999996286,-4.596903283
LOC102547300,0.324746294,0.069283846,0.336729414,0.742702757,0.999996286,-4.595619739
Arhgap26,0.520653634,2.554770074,0.33657514,0.742815888,0.999996286,-4.597019073
Tmem234,0.306831521,0.494564543,0.336563815,0.742824192,0.999996286,-4.595737878
LOC102548046,0.30708574,0.200922362,0.336379106,0.74295965,0.999996286,-4.595653261
LOC686432,0.291301851,0.305864481,0.33636828,0.74296759,0.999996286,-4.595681824
Espnl,-0.341171149,0.568755897,-0.336244854,0.743058111,0.999996286,-4.59576197
Fgd5,-0.864915016,3.87443648,-0.335941471,0.743280629,0.999996286,-4.599004138
Igsf6,0.475560275,1.957117492,0.335454785,0.743637644,0.999996286,-4.596480971
B3gnt5,-0.428337398,1.668708545,-0.335401046,0.743677069,0.999996286,-4.59627878
Ntng2,-0.454388131,-0.696897278,-0.334879465,0.744059758,0.999996286,-4.595469283
Zfp597,0.437298658,1.924113819,0.334873921,0.744063826,0.999996286,-4.596456718
Fam86a,0.394273452,1.731009214,0.334841087,0.744087919,0.999996286,-4.596320108
RGD1562284,-0.722285278,2.509468854,-0.334776149,0.744135571,0.999996286,-4.59697402
Ankrd63,-0.304009161,0.867076254,-0.334385004,0.744422616,0.999996286,-4.595870907
Lrp1b,0.542417161,-0.970151478,0.334215611,0.74454694,0.999996286,-4.595429274
RT1-CE10,-0.498805173,1.968909674,-0.334207113,0.744553176,0.999996286,-4.596491395
Ppargc1a,0.710447451,3.151517206,0.334105724,0.744627593,0.999996286,-4.597774615
LOC103691392,0.407417347,-0.557127185,0.334042205,0.744674216,0.999996286,-4.595492496
Tmem56,0.790964533,3.706940958,0.333800219,0.744851842,0.999996286,-4.598692613
Ldlrad1,0.485826696,2.58236681,0.333766813,0.744876364,0.999996286,-4.597052962
Cebpb,0.679899981,3.528359171,0.333758158,0.744882718,0.999996286,-4.598373858
Pfkfb4,0.389631688,1.324105482,0.333635178,0.744972997,0.999996286,-4.596079603
LOC102547184,0.282659829,0.826652199,0.333532808,0.745048149,0.999996286,-4.595855623
Actl10,0.299844415,0.674804317,0.33335566,0.745178204,0.999996286,-4.595799658
Card14,-0.627597738,2.917100027,-0.333300977,0.745218352,0.999996286,-4.597453101
LOC102547415,0.613542641,2.823711328,0.333054161,0.745399572,0.999996286,-4.597334307
Cttn-2,-0.290795642,0.640466861,-0.33292423,0.745494977,0.999996286,-4.595787919
Hormad2,0.315971343,0.04512517,0.332836706,0.745559247,0.999996286,-4.595615462
LOC100910885,0.486726913,1.56849953,0.33270832,0.745653526,0.999996286,-4.596218293
Tmem86b,-0.38021674,1.331128264,-0.33236605,0.745904889,0.999996286,-4.596084258
Lppr3,-0.85621732,4.057604852,-0.332343115,0.745921734,0.999996286,-4.59938258
Sez6l,-0.794189147,3.875703577,-0.332207979,0.746020987,0.999996286,-4.599018355
LOC100911949,0.420353719,-0.74500464,0.332120887,0.746084956,0.999996286,-4.595462539
Cpa1,-0.89462981,4.221910726,-0.332020553,0.746158654,0.999996286,-4.599724822
LOC103691311,0.47689612,1.993489946,0.331943301,0.746215399,0.999996286,-4.596512946
Hnrnpc,-0.531515998,2.311835109,-0.331910402,0.746239565,0.999996286,-4.596783847
Sntb1,-0.617269345,2.882563717,-0.331762057,0.746348537,0.999996286,-4.59741109
LOC102550978,0.456280923,1.911171007,0.33170224,0.746392479,0.999996286,-4.596450515
LOC102552138,0.479920671,1.970171006,0.331507267,0.746535715,0.999996286,-4.596495362
LOC102553254,0.341549194,1.057141259,0.330649916,0.747165683,0.999996286,-4.595953027
Wbscr27,0.370975003,1.707738557,0.330519507,0.747261523,0.999996286,-4.596308809
RGD1359158,-0.434852093,1.860904141,-0.330491498,0.747282107,0.999996286,-4.596415064
Mex3b,-0.784625966,3.896506485,-0.330482879,0.747288442,0.999996286,-4.599064485
Lrrc24,0.430701174,1.660495801,0.329991985,0.747649252,0.999996286,-4.59627854
Grb14,-0.729232238,3.320599797,-0.329898541,0.747717941,0.999996286,-4.598040859
RGD1561849,-0.264932474,0.851178632,-0.329806891,0.747785313,0.999996286,-4.5958674
Morn3,0.321947979,0.436308857,0.329664774,0.747889789,0.999996286,-4.595723221
Acss1,0.583560202,2.808236214,0.329637417,0.7479099,0.999996286,-4.597321252
LOC100910996,0.436376932,1.781185106,0.3294569,0.748042614,0.999996286,-4.596359567
LOC100364457,-0.302814995,0.766269932,-0.329321317,0.748142298,0.999996286,-4.595835181
RT1-CE3,-0.411642575,-0.739865705,-0.329162718,0.748258911,0.999996286,-4.595464149
C2cd4d,0.487176229,2.420179326,0.32898078,0.748392692,0.999996286,-4.596891889
Tmem229b,-0.491608075,2.157233538,-0.328975287,0.748396731,0.999996286,-4.596649896
Mir483,0.332438298,-0.150973074,0.328729026,0.748577823,0.999996286,-4.595572303
LOC102553971,-0.406032679,-0.702243089,-0.328698415,0.748600335,0.999996286,-4.595470178
Mob3c,-0.56629086,2.604127102,-0.328690655,0.748606042,0.999996286,-4.597084577
Scara5,1.058145844,5.231526868,0.328590367,0.748679796,0.999996286,-4.60187004
Usp51,-0.325585192,1.175393742,-0.328080556,0.749054763,0.999996286,-4.596009337
Cd151,-0.371371504,1.170126965,-0.328043465,0.749082047,0.999996286,-4.596006853
RT1-A2,-0.399549984,1.366505071,-0.327906206,0.749183014,0.999996286,-4.596106525
Was,-0.357655009,-0.415431158,-0.327727384,0.749314562,0.999996286,-4.595519691
Cemip,-1.004826549,4.755193362,-0.327723296,0.749317569,0.999996286,-4.600879984
Fbxo24,0.329922697,1.047230715,0.327484868,0.74949298,0.999996286,-4.595950725
RGD1560523,0.467879799,2.039839536,0.326923008,0.749906395,0.999996286,-4.596555212
RGD1560884,0.510041821,2.250630654,0.326803649,0.74999423,0.999996286,-4.596734491
Pbx4,-0.357513887,-0.328893753,-0.326684799,0.750081694,0.999996286,-4.595536503
RGD1561113,-0.454506936,2.110061426,-0.326366582,0.750315893,0.999996286,-4.596613142
Ngfr,-0.644507624,2.614212156,-0.326025379,0.750567039,0.999996286,-4.597099865
Arr3,0.597010357,2.328175857,0.325928879,0.750638074,0.999996286,-4.596807163
Pla2g1b,0.306332575,0.17858256,0.32569406,0.750810938,0.999996286,-4.595651954
Cd274,-0.427247881,2.00487501,-0.325676404,0.750823936,0.999996286,-4.596528875
LOC102546407,0.33405338,0.514741402,0.32562833,0.750859329,0.999996286,-4.595749782
Syndig1,-0.308068027,0.080616314,-0.32559337,0.750885066,0.999996286,-4.595627026
Zfp804b,-0.348825573,-0.39687789,-0.325236821,0.75114758,0.999996286,-4.595523948
Kcna1,0.324052358,0.035039695,0.325206882,0.751169625,0.999996286,-4.595616046
Ptpro,-0.293764442,0.807882875,-0.325069887,0.751270498,0.999996286,-4.59585336
Itgam,0.373779032,1.597738218,0.325053832,0.751282321,0.999996286,-4.596243085
Pmaip1,0.571357759,-1.245921969,0.324813604,0.751459221,0.999996286,-4.595396256
Tll1,-0.796503176,4.025084096,-0.324706826,0.751537856,0.999996286,-4.599342112
LOC102546624,0.284554932,0.484863148,0.324666324,0.751567684,0.999996286,-4.595740727
LOC102552995,-0.42073779,2.09779601,-0.324666217,0.751567763,0.999996286,-4.596604952
Tmem108,0.544191409,2.34759359,0.324522669,0.751673483,0.999996286,-4.596827489
Rps9,-0.356268788,1.318645103,-0.324412956,0.751754287,0.999996286,-4.596083821
Rnf151,-0.29268045,0.505599947,-0.324393633,0.751768518,0.999996286,-4.595747457
LOC103692171,-0.293505071,0.676556422,-0.32416664,0.751935711,0.999996286,-4.595805272
Ramp2,0.798412708,3.98918797,0.324035936,0.752031989,0.999996286,-4.599272193
LOC102550174,-0.328462297,-0.261488028,-0.323641096,0.752322855,0.999996286,-4.595550938
LOC102547434,-0.333929518,0.973757541,-0.323330879,0.752551411,0.999996286,-4.595921553
Ccdc40,0.422270312,1.383138088,0.32330389,0.752571296,0.999996286,-4.596119141
LOC100909505,-0.285572928,0.574882843,-0.32314065,0.752691576,0.999996286,-4.595770777
Nbeal2,-0.485682244,1.86383986,-0.323105345,0.752717591,0.999996286,-4.596424765
RGD1564664,0.581943591,2.719487747,0.322848882,0.752906577,0.999996286,-4.597225841
Adcy4,-0.563241578,2.576222482,-0.322637339,0.753062474,0.999996286,-4.597063437
Ankrd29,-0.371148893,1.567925697,-0.322450981,0.75319982,0.999996286,-4.596226904
Gpx3,0.392578867,1.614985672,0.322446634,0.753203024,0.999996286,-4.596256234
LOC102548611,0.91313255,4.344046395,0.322408797,0.753230911,0.999996286,-4.600021089
Cdh4,0.422732725,2.095166612,0.322325629,0.75329221,0.999996286,-4.596605488
Gprin3,-0.252633552,0.677597971,-0.322299216,0.753311678,0.999996286,-4.595806642
Birc3,-0.563518909,2.613751924,-0.321757487,0.753711005,0.999996286,-4.59710596
Cd97,-0.878406075,4.175067203,-0.321690832,0.753760144,0.999996286,-4.599664896
Kbtbd11,-0.813366983,3.4989789,-0.321243305,0.754090097,0.999996286,-4.598355536
Bcas3-2,0.263272112,0.586251103,0.321210904,0.754113987,0.999996286,-4.595775578
Ociad2,-0.557987084,2.121118899,-0.321200702,0.75412151,0.999996286,-4.59662846
Ccdc64,0.340393472,0.164611687,0.321030178,0.754247249,0.999996286,-4.595650229
LOC685668,-0.334890995,-0.278626486,-0.320840132,0.754387392,0.999996286,-4.595548405
Ankdd1a,0.3100332,0.808139379,0.320815792,0.754405342,0.999996286,-4.595855893
Akr1b8,-0.457711861,1.75816754,-0.320789669,0.754424605,0.999996286,-4.596352066
LOC103693039,0.327113522,0.431318078,0.320641353,0.754533985,0.999996286,-4.595725982
Zfp473,0.426805038,1.967270222,0.320458196,0.754669065,0.999996286,-4.596505122
Dach1,-0.449526739,2.100520876,-0.320446171,0.754677935,0.999996286,-4.596612093
Inpp4b,1.209515203,6.104078141,0.320341604,0.754755059,0.999996286,-4.603330952
LOC103692717,0.38091039,1.696317957,0.320341417,0.754755197,0.999996286,-4.596310784
Kcnq4,-0.647551432,2.984148071,-0.320261683,0.754814006,0.999996286,-4.597566445
Pik3r3,-0.552724579,2.588236768,-0.320225117,0.754840977,0.999996286,-4.597080153
Cecr2,0.538712569,2.793403597,0.320208812,0.754853004,0.999996286,-4.597319226
LOC102552397,0.466298549,2.061656177,0.320189608,0.754867169,0.999996286,-4.596580381
Nkpd1,0.325634369,-0.026754588,0.320161418,0.754887962,0.999996286,-4.59560331
Dmp1,0.592506756,3.043751442,0.319194925,0.755600979,0.999996286,-4.597651025
Camkmt,-0.408387616,1.617780198,-0.319106588,0.755666161,0.999996286,-4.596260942
Zfp655,0.633465594,2.798114007,0.318920723,0.755803312,0.999996286,-4.597327214
Adora1,0.422414638,-0.870684063,0.318603111,0.7560377,0.999996286,-4.595447243
C5ar2,-0.433309032,-0.579594926,-0.318484878,0.756124959,0.999996286,-4.59549324
Pm20d1,0.276113606,0.576815739,0.318207049,0.756330018,0.999996286,-4.595773912
Serpinb9,-0.58930283,2.973730154,-0.318096279,0.75641178,0.999996286,-4.597556357
Prr7,-0.5987692,3.006232213,-0.317968058,0.756506427,0.999996286,-4.597600979
LOC103693722,0.802249269,3.632406464,0.317857152,0.756588297,0.999996286,-4.59860118
Tsen34,-0.3115525,-0.182930524,-0.317826554,0.756610884,0.999996286,-4.59556928
Prmt8,0.635813593,3.038879812,0.317815438,0.75661909,0.999996286,-4.597646811
Lpxn,-0.448570907,2.090172516,-0.31776034,0.756659764,0.999996286,-4.596606573
Spp1,1.25333752,6.677273563,0.3177433,0.756672343,0.999996286,-4.603833041
Cdh15,-0.317372269,-0.104588406,-0.317658611,0.756734864,0.999996286,-4.595586453
LOC100360449,0.326121763,1.336523201,0.317653663,0.756738517,0.999996286,-4.596098322
LOC102555043,0.293255382,-0.115368078,0.317313364,0.756989758,0.999996286,-4.595584176
LOC103693255,0.315916023,0.838843325,0.317108113,0.757141308,0.999996286,-4.595869967
Fmo1,0.943260776,4.85923074,0.317050939,0.757183525,0.999996286,-4.601152859
Sdk1,1.053798165,5.670205968,0.317023363,0.757203888,0.999996286,-4.602726637
Lrr1,0.296034381,0.413929328,0.316994876,0.757224923,0.999996286,-4.595722363
Fbxo15,0.311225272,-0.271983844,0.316941857,0.757264073,0.999996286,-4.595551035
RT1-CE5,-0.506906082,2.275775808,-0.316903862,0.757292131,0.999996286,-4.596769945
LOC102557601,0.334739096,-0.284326736,0.316225909,0.757792817,0.999996286,-4.595548773
LOC680254,-0.305870682,1.09843032,-0.316199875,0.757812046,0.999996286,-4.59598131
LOC103692898,0.433039626,-0.697364241,0.316003695,0.757956954,0.999996286,-4.595474436
LOC498601,0.334411781,0.830344106,0.315872088,0.75805417,0.999996286,-4.59586733
Shbg,0.360643313,1.672781696,0.315850345,0.758070232,0.999996286,-4.596299407
Nrros,-0.645476983,2.950907513,-0.315713637,0.758171222,0.999996286,-4.59753007
Asic1,0.414201919,-0.572799608,0.315635841,0.758228693,0.999996286,-4.595495216
LOC685849,-0.319686964,-0.224255012,-0.315478731,0.758344764,0.999996286,-4.595561349
Gcat,0.358122596,1.623551597,0.315471695,0.758349962,0.999996286,-4.59626779
Syt7,-0.329126331,1.022361761,-0.315463641,0.758355912,0.999996286,-4.595947465
Lingo3,0.308710407,0.199740855,0.315233234,0.758526144,0.999996286,-4.595661903
Epb41l4b,-0.455318739,2.231798402,-0.31520715,0.758545418,0.999996286,-4.596731999
Irf5,-0.294032028,0.890766185,-0.314918026,0.758759053,0.999996286,-4.595892055
Tmem179,0.591738888,-1.124356334,0.314872948,0.758792363,0.999996286,-4.595413454
Aoah,0.320300196,0.085699562,0.314816284,0.758834236,0.999996286,-4.595632529
Cdh8,0.693138473,3.903544822,0.314675039,0.758938614,0.999996286,-4.599127158
LOC687399,0.29818254,0.97507883,0.314503744,0.759065205,0.999996286,-4.595927564
Glb1l2,-0.394214565,1.545127559,-0.314259783,0.759245512,0.999996286,-4.596219903
Itgb8,0.496227661,2.631413001,0.314209559,0.759282633,0.999996286,-4.597137306
Zfp93,0.264382803,0.67199677,0.314178347,0.759305702,0.999996286,-4.595808919
Ppfia2,-0.349873967,1.40725338,-0.314155132,0.759322862,0.999996286,-4.596139546
Atxn1,0.988987721,4.938919879,0.314057643,0.75939492,0.999996286,-4.601336474
LOC103692924,0.265415306,0.43076691,0.313892131,0.759517263,0.999996286,-4.595728939
Dhtkd1,0.87473228,4.555720346,0.313797007,0.75958758,0.999996286,-4.600510133
Prok2,0.335494207,-0.311667964,0.31372893,0.759637905,0.999996286,-4.5955441
Sox13,-0.550169943,2.771257549,-0.313656502,0.759691448,0.999996286,-4.597303025
Syt13,-0.305118409,-0.089714213,-0.31347325,0.759826923,0.999996286,-4.595591281
LOC102551403-2,-0.30264635,-0.056306146,-0.313404076,0.759878064,0.999996286,-4.595598932
LOC102548888,0.376000882,-0.496246316,0.313171665,0.760049898,0.999996286,-4.595509373
Magee1,-0.360296061,1.652764487,-0.312872601,0.760271031,0.999996286,-4.596288944
Ccin,-0.280901431,0.071632604,-0.312578712,0.76048836,0.999996286,-4.595629882
Nrk-2,0.264764629,0.351854501,0.31240956,0.760613457,0.999996286,-4.595705821
Mcam,-1.010988168,5.22429349,-0.312242305,0.760737157,0.999996286,-4.601940184
Tlr3,0.454676739,2.306846886,0.312240319,0.760738627,0.999996286,-4.596804719
RGD1305537,0.382581028,1.655514777,0.312095974,0.760845389,0.999996286,-4.596291423
Rgs5,-0.425918999,2.251612268,-0.312079041,0.760857913,0.999996286,-4.596753748
Lcor,0.738719806,3.53675105,0.312077264,0.760859228,0.999996286,-4.598443808
Slc25a45,0.315551885,-0.244616583,0.311656566,0.761170421,0.999996286,-4.595558378
LOC100911408,0.305205424,-0.355877626,0.311357924,0.761391356,0.999996286,-4.595536148
Nebl,0.640810531,2.954252252,0.311122913,0.761565232,0.999996286,-4.597542865
Cpa2,0.315920652,1.418453549,0.310948377,0.761694374,0.999996286,-4.596148299
Tfec,-0.36606354,-0.480588834,-0.310812402,0.761794989,0.999996286,-4.59551289
Tmem44,-0.533247992,2.654760091,-0.310537589,0.761998352,0.999996286,-4.597169515
Nfkbia,1.092565749,5.612649799,0.310372841,0.762120275,0.999996286,-4.602669694
Wdr31,0.355591785,1.439566972,0.310124759,0.762303884,0.999996286,-4.596160947
Vcam1,-0.820511595,4.470498441,-0.309814346,0.762533645,0.999996286,-4.600340703
Frem2,0.631276533,3.195748785,0.309539671,0.762736974,0.999996286,-4.59789193
Gsta1,-0.2949632,0.849620372,-0.309524429,0.762748257,0.999996286,-4.595878537
Naa11,0.424605159,-0.573790584,0.309239048,0.762959532,0.999996286,-4.595496847
Ppara,0.697651735,3.398233251,0.309180981,0.763002524,0.999996286,-4.59821424
LOC102546547,0.389562154,1.454948336,0.30901432,0.763125919,0.999996286,-4.596170666
Stx19,0.374421807,1.257068093,0.308976053,0.763154252,0.999996286,-4.596063112
RGD1563441,-0.362723025,1.750512281,-0.308946213,0.763176347,0.999996286,-4.596357835
Arc,0.700387755,3.265664746,0.308944505,0.763177612,0.999996286,-4.598001785
Susd1,0.368743726,2.006252761,0.308749382,0.763322092,0.999996286,-4.596548263
LOC100362909,0.370786937,-0.806952433,0.308592718,0.763438102,0.999996286,-4.595459244
Chst1,-0.80497527,3.942692314,-0.30857611,0.7634504,0.999996286,-4.599225019
Nacad,0.444027356,1.697469584,0.308558045,0.763463778,0.999996286,-4.596322178
Slfn5,-0.606942963,3.31470613,-0.308522527,0.76349008,0.999996286,-4.598079707
Kazald1,-0.814723,3.869114292,-0.30849594,0.763509769,0.999996286,-4.599076974
Gpc2,-0.686588504,3.449834997,-0.308401399,0.763579783,0.999996286,-4.598303337
Cebpa,-0.4618003,2.274678927,-0.308352381,0.763616084,0.999996286,-4.596779523
Lgalsl,1.273453499,6.69313772,0.308337429,0.763627157,0.999996286,-4.603900821
LOC103693183,0.596007569,2.796545231,0.308295984,0.76365785,0.999996286,-4.597342933
Trni,-0.372768515,1.481172048,-0.308220162,0.763714005,0.999996286,-4.596186615
Fyb,-0.661089877,3.24417818,-0.308005951,0.763872658,0.999996286,-4.597969893
LOC102555375,-0.332840797,0.328836918,-0.307978398,0.763893066,0.999996286,-4.595701
Arap3,-0.756253625,3.74269122,-0.307822356,0.764008645,0.999996286,-4.598832576
Rap2a,-0.34881649,1.425779177,-0.30776769,0.764049137,0.999996286,-4.596154878
Ebi3,0.427249644,1.978164258,0.307736863,0.764071971,0.999996286,-4.596527014
LOC103691083,0.334437142,1.166488924,0.307442898,0.764289731,0.999996286,-4.596019164
LOC102550895,-0.294612897,1.014790184,-0.307095857,0.764546836,0.999996286,-4.595949297
LOC100912199,0.390824903,1.719564651,0.307083672,0.764555864,0.999996286,-4.596338346
Cdc42ep2,0.369202595,1.636237635,0.307083014,0.764556351,0.999996286,-4.596283182
Adam19,-1.014394786,5.071345754,-0.307075497,0.76456192,0.999996286,-4.601651498
Tgfbr3,1.28902466,6.908558237,0.306823288,0.764748789,0.999996286,-4.6039792
Kcne1l,-0.265606987,1.106276761,-0.306720208,0.764825168,0.999996286,-4.595991084
Tnfrsf1b,0.516892262,2.503393822,0.306611502,0.764905719,0.999996286,-4.597008289
LOC102550324,-0.289395605,-0.115917229,-0.30656225,0.764942215,0.999996286,-4.595587798
Smyd1,-0.359069371,-0.812093494,-0.306497111,0.764990486,0.999996286,-4.595458985
Zfp37,0.387757256,1.827434434,0.306430193,0.765040075,0.999996286,-4.596414714
LOC102555180,0.286173693,0.964866008,0.306366153,0.765087532,0.999996286,-4.59592809
Tdrkh,-0.488255897,2.246808144,-0.306147372,0.765249671,0.999996286,-4.596756522
Lgr6,-0.538124818,2.904051746,-0.306024318,0.76534087,0.999996286,-4.597485135
Tap1,-0.577067147,2.556762042,-0.305720127,0.765566334,0.999996286,-4.597067076
Sh2d7,0.308857765,-0.293317164,0.305628348,0.765634365,0.999996286,-4.595550348
Pik3r1,1.375816449,7.396436026,0.305585144,0.76566639,0.999996286,-4.603976742
Arl4d,0.415681831,1.752778252,0.305580178,0.765670071,0.999996286,-4.596362464
LOC102552014,0.270277008,0.754376686,0.305540451,0.765699519,0.999996286,-4.595843759
