Ensg	CD-coefficient	Significance
ENSMUSG00000056978	0.004221078603894527	0.02014823739496685
ENSMUSG00000026417	0.004195283528298285	0.01614333909113591
ENSMUSG00000053303	0.004149396298634271	0.01735972875882219
ENSMUSG00000026475	0.004095667454225266	0.015740656599918246
ENSMUSG00000028132	0.004094628840436348	0.0036470134697505485
ENSMUSG00000022323	0.00406361124474546	0.03600086406020819
ENSMUSG00000024780	0.0040348366464249075	0.02737872423069379
ENSMUSG00000018932	0.004002279533884331	0.03108185240175404
ENSMUSG00000004069	0.003988095128422119	0.012125363483860375
ENSMUSG00000021620	0.003978679201591901	0.03695769142814387
ENSMUSG00000023942	0.003930933788483333	0.03198991497750259
ENSMUSG00000019082	0.003901963312344648	0.03121655117195797
ENSMUSG00000046598	0.0038440668451876683	0.010069615049397629
ENSMUSG00000021136	0.0038197806855521836	0.03653449192357522
ENSMUSG00000048706	0.003786901065283664	0.012618208497625405
ENSMUSG00000062825	0.003768526409176064	0.02301129721009132
ENSMUSG00000027947	0.0037396205885981233	0.005044800609516509
ENSMUSG00000016319	0.003722413577933332	0.02739211995265499
ENSMUSG00000042248	0.003696860164451205	0.004340076813945437
ENSMUSG00000036103	0.003648457326622516	-0.006223199107414534
ENSMUSG00000002769	0.0036473326771672082	0.008083479760504171
ENSMUSG00000028655	0.0036381461469393835	0.000362285608582702
ENSMUSG00000030787	0.0035954692399314545	-0.007412658176848608
ENSMUSG00000016024	0.003529912521655709	0.027149371040691442
ENSMUSG00000031844	0.003521912090651398	-0.008712780776681084
ENSMUSG00000025314	0.003519425536051892	0.02351419506668362
ENSMUSG00000050777	0.0034730729163462122	0.014834508660964474
ENSMUSG00000071369	0.0034354258381982332	0.024319830334538883
ENSMUSG00000016028	0.003434443463510231	0.027164165366606416
ENSMUSG00000039270	0.0033980530194388098	-0.0010406775973038629
ENSMUSG00000040648	0.0033955070096468687	0.0015463909882464932
ENSMUSG00000025194	0.00338450034970157	0.02437473371294019
ENSMUSG00000035372	0.0033252707208857295	-0.006926904111053511
ENSMUSG00000034640	0.0033144525651192035	-0.007695357271234937
ENSMUSG00000041238	0.003258852286915906	0.0025977647075525745
ENSMUSG00000040170	0.0032314251349220813	0.0005667068240415851
ENSMUSG00000011179	0.003214099226616126	0.022649081033751337
ENSMUSG00000030237	0.0031596272198902327	-0.006126961498636563
ENSMUSG00000039361	0.0031506506614318816	-0.0009206616724688477
ENSMUSG00000040564	0.0031319803121510423	0.0013972065758738328
ENSMUSG00000037343	0.003124900491426321	-0.004668369162872776
ENSMUSG00000025982	0.003122949703858203	0.019390304498304756
ENSMUSG00000069668	0.00305953826116382	0.024225537342910664
ENSMUSG00000028383	0.0030568181949226026	0.0021593772391320654
ENSMUSG00000022821	0.0030512269219559237	0.03427063467370367
ENSMUSG00000032114	0.003025807963663449	-0.008840229219531426
ENSMUSG00000054827	0.0030254217335475165	0.018604951036777395
ENSMUSG00000020553	0.003011751488623397	0.035174435392921685
ENSMUSG00000029162	0.0029991405607430344	-0.002484882302247138
ENSMUSG00000004071	0.0029836698110496823	0.012171167979559826
ENSMUSG00000038754	0.002963513785466356	-0.0020574625517032485
ENSMUSG00000005268	0.00291343975373608	0.014856835233059036
ENSMUSG00000027359	0.002909745472617214	0.008944521910472347
ENSMUSG00000030934	0.002907855810105555	-0.007661882188105096
ENSMUSG00000019256	0.0029051105628895117	0.031425111832235106
ENSMUSG00000024150	0.002905068813950465	0.030796939804563522
ENSMUSG00000031812	0.0028977302754666606	-0.00867939762858666
ENSMUSG00000028089	0.0028838019798687036	0.003918577289946212
ENSMUSG00000022464	0.002872283063946262	0.03554766563719092
ENSMUSG00000042429	0.0028520025739736626	0.004717950511877733
ENSMUSG00000078817	0.002845226452500211	0.023289002020076555
ENSMUSG00000024589	0.00284008326010185	0.02838718330054152
ENSMUSG00000060591	0.002803117641606527	0.02211527371014843
ENSMUSG00000020015	0.0028021557256137893	0.0328258411289712
ENSMUSG00000009293	0.002788416297081715	0.02097607519717501
ENSMUSG00000067225	0.0027708266342673796	0.024043353128105793
ENSMUSG00000015312	0.0027591606274230043	0.025708403473763727
ENSMUSG00000030660	0.0027193080269991726	-0.007078788053876628
ENSMUSG00000025089	0.002715197370980735	0.025097572439186533
ENSMUSG00000026819	0.0026978158877625225	0.012867851200683678
ENSMUSG00000041132	0.002681280829299908	0.0024240585401537063
ENSMUSG00000057561	0.0026779245406325495	0.020548280126133522
ENSMUSG00000023963	0.002666122198709072	0.031893720571169876
ENSMUSG00000022884	0.0026556204908133796	0.03395391497269082
ENSMUSG00000021238	0.00260679614877964	0.03669090283451726
ENSMUSG00000037608	0.0026016325971542067	-0.004274574793157404
ENSMUSG00000079477	0.00256982507283299	0.02283252591715279
ENSMUSG00000047109	0.0025483760906491212	0.010683606156862924
ENSMUSG00000027706	0.00253763968909627	0.006484588066382857
ENSMUSG00000065954	0.002528022799464952	0.023831808445328173
ENSMUSG00000023025	0.0025238704163679845	0.03338162335956474
ENSMUSG00000057110	0.0025223013754556716	0.0202257084873414
ENSMUSG00000035530	0.002511814977889496	-0.006782867046567775
ENSMUSG00000020089	0.00249816117096736	0.03316738505223653
ENSMUSG00000035171	0.00249106507199751	-0.0071691229746567164
ENSMUSG00000013539	0.002462761470627643	0.02356713090887208
ENSMUSG00000028359	0.0024472388638275082	0.0022857138037556957
ENSMUSG00000037876	0.0024472016002842116	-0.0038770095075992828
ENSMUSG00000041229	0.0024429081130418477	0.0025642475448803825
ENSMUSG00000022425	0.0024384779871351103	0.035684811187135346
ENSMUSG00000020572	0.0024380582700925216	0.03520407378266356
ENSMUSG00000035469	0.0024287595828345787	-0.006845932472195171
ENSMUSG00000038859	0.0024031684727455617	-0.001851182693031861
ENSMUSG00000002910	0.0023943806449335	0.008668109283511041
ENSMUSG00000029313	0.002391731669011967	-0.0031535807244107428
ENSMUSG00000002289	0.0023877770890411336	0.006384340371493245
ENSMUSG00000015243	0.002375579741397438	0.02561159925266543
ENSMUSG00000024065	0.002365733954078281	0.031308810219019656
ENSMUSG00000038546	0.0023637891091022843	-0.002489405855510385
ENSMUSG00000041115	0.0023406389869597495	0.0023770851682001215
ENSMUSG00000042118	0.0023352116327765896	0.0041313169665587735
ENSMUSG00000030107	0.0023321453472521774	-0.005729662877825503
ENSMUSG00000028607	0.002321372870745453	0.0007108568851119101
ENSMUSG00000004038	0.0023205858549696983	0.011991761952407344
ENSMUSG00000072949	0.0023159367366237396	0.024349356664272404
ENSMUSG00000051586	0.0023143272946742634	0.015772612082499027
ENSMUSG00000015932	0.002311220854710783	0.026891506609280927
ENSMUSG00000028982	0.0023090264415054624	-0.0015236523046699424
ENSMUSG00000022807	0.0023038490352149887	0.03435251328554184
ENSMUSG00000003555	0.002295148749752892	0.01096495856716212
ENSMUSG00000001665	0.002252601574428064	0.0040286082971537854
ENSMUSG00000060002	0.0022274214668775586	0.02182467772222918
ENSMUSG00000021025	0.0022153270366423337	0.03631288489090337
ENSMUSG00000038967	0.0021824716622654474	-0.0016714566090690886
ENSMUSG00000022836	0.0021780634699145405	0.03420117147392543
ENSMUSG00000029344	0.002164585960692149	-0.0032520324266472334
ENSMUSG00000026131	0.002146223454663265	0.01822178793826601
ENSMUSG00000021474	0.002103953298666953	0.03695115522549122
ENSMUSG00000021895	0.002100451973345692	0.036785414329091604
ENSMUSG00000055435	0.0020920801001789997	0.019062105628321002
ENSMUSG00000002588	0.0020827642905373745	0.0074889242442585345
ENSMUSG00000056131	0.002067920677149677	0.019600547252422773
ENSMUSG00000000876	0.002056513071236876	0.0010081468760983385
ENSMUSG00000010914	0.00205108388637481	0.02251354504925597
ENSMUSG00000007476	0.002036374420177812	0.019291783619815595
ENSMUSG00000051671	0.002033740521772406	0.01581454090368728
ENSMUSG00000054417	0.0020096380322716934	0.018229253277626034
ENSMUSG00000092341	0.0019920528485652318	0.01536668016474807
ENSMUSG00000059970	0.0019909148802316075	0.021799768886354487
ENSMUSG00000019232	0.001984231329773061	0.03139582061954861
ENSMUSG00000022237	0.0019820707260183434	0.03618332222059298
ENSMUSG00000003746	0.0019767627631162472	0.011329577187437555
ENSMUSG00000005089	0.0019755697884669444	0.014490116098039713
ENSMUSG00000001229	0.0019751871128902134	0.002347979919969238
ENSMUSG00000044813	0.0019749962421966726	0.007945478818039309
ENSMUSG00000069456	0.0019728877655777965	0.02421628448755664
ENSMUSG00000002944	0.0019561069868190197	0.008689801208408815
ENSMUSG00000030711	0.0019463400124982537	-0.007203718696243977
ENSMUSG00000033594	0.0019284824515498414	-0.008408585650282352
ENSMUSG00000039782	0.0019222505392384019	-0.0001685097600326868
ENSMUSG00000022299	0.0019217783622373565	0.03607097843510901
ENSMUSG00000028542	0.0019198458885710755	0.001089919939026407
ENSMUSG00000024561	0.0019093644671942583	0.028538712008600392
ENSMUSG00000009569	0.0019071289025868541	0.021196978280178483
ENSMUSG00000044468	0.0019068216427775473	0.0074894508399036
ENSMUSG00000006050	0.0019020658710598186	0.016791271308861024
ENSMUSG00000019122	0.0018979756634172375	0.03125700130798506
ENSMUSG00000056749	0.001896008714348356	0.02001487411813907
ENSMUSG00000047459	0.0018774322270171204	0.011117737521631699
ENSMUSG00000038332	0.0018649043670883403	-0.0029718564064872277
ENSMUSG00000030232	0.0018646706371189968	-0.006108924164991925
ENSMUSG00000079659	0.0018624572743566375	0.022694417298405933
ENSMUSG00000023206	0.0018501222364253993	0.03285008982759166
ENSMUSG00000029580	0.001835990864571564	-0.004318705753558638
ENSMUSG00000028975	0.001826229427964234	-0.0014620252620193286
ENSMUSG00000033352	0.0018230086930484635	-0.008525430137986845
ENSMUSG00000041779	0.00180886317385148	0.003550654613186377
ENSMUSG00000008730	0.0017896357960314412	0.020515803309039064
ENSMUSG00000079316	0.0017797252665593716	0.022927976769080427
ENSMUSG00000024785	0.001776169528732393	0.027338914779243356
ENSMUSG00000002221	0.0017505290928433303	0.0060758250014459995
ENSMUSG00000030629	0.00174989669610576	-0.007017012108946119
ENSMUSG00000026014	0.001735913347546242	0.019179257777634073
ENSMUSG00000046879	0.0017028017480547857	0.010484203836336858
ENSMUSG00000038641	0.0016987506397558299	-0.002302439423196412
ENSMUSG00000030304	0.0016919185436783505	-0.006316521740893533
ENSMUSG00000105843	0.0016911871205882634	0.0007783226132920262
ENSMUSG00000019977	0.0016848047107726237	0.032676127410848674
ENSMUSG00000044167	0.0016816336838463499	0.00707495256853663
ENSMUSG00000026435	0.0016802858881551795	0.015998147749513858
ENSMUSG00000025372	0.0016760888711404324	0.023071558017849964
ENSMUSG00000030530	0.0016731365586165415	-0.006788350281258182
ENSMUSG00000032350	0.001672911037850589	-0.008849197200935521
ENSMUSG00000026655	0.001657541631913256	0.01420158433676666
ENSMUSG00000024395	0.0016549126618054613	0.029396315858870536
ENSMUSG00000042476	0.0016382882980351674	0.004802577443949518
ENSMUSG00000044548	0.0016291670439402305	0.007586681759653269
ENSMUSG00000053774	0.001618365201157527	0.01773535380917346
ENSMUSG00000025332	0.0016165293279599424	0.02339284123314686
ENSMUSG00000063760	0.0016144969967395496	0.023388421274426308
ENSMUSG00000026249	0.0016081883984845364	0.017346708123182897
ENSMUSG00000041360	0.0016080605845939587	0.0028006856981580563
ENSMUSG00000075232	0.0016077089661018832	0.0239738200473949
ENSMUSG00000022235	0.0016032598364666482	0.03619244354238238
ENSMUSG00000039967	0.0016023888429206805	0.00017459918171458533
ENSMUSG00000027513	0.0016001015806624019	0.007809595827068638
ENSMUSG00000047368	0.0015993425558517788	0.010989008218070362
ENSMUSG00000032238	0.0015972103074601749	-0.008853286330569088
ENSMUSG00000045775	0.0015867220805227521	0.00911797223934041
ENSMUSG00000074639	0.0015821883104924414	0.024118874294754122
ENSMUSG00000033685	0.0015788723748358306	-0.008370132169396305
ENSMUSG00000002831	0.0015788054082512416	0.008367908024592384
ENSMUSG00000033917	0.0015762268817181566	-0.008236117719328973
ENSMUSG00000027999	0.0015724222458309465	0.004692088842841224
ENSMUSG00000074743	0.0015691066060261668	0.024098247922396565
ENSMUSG00000026270	0.001565056001774357	0.017248603377971183
ENSMUSG00000055762	0.0015637843243478892	0.01931807563218102
ENSMUSG00000070305	0.0015612016870189083	0.024261279183730666
ENSMUSG00000035969	0.0015563114481525057	-0.006358461109309654
ENSMUSG00000040661	0.0015467932726466501	0.0015851716586767761
ENSMUSG00000031119	0.0015426488444227823	-0.007872738896532672
ENSMUSG00000024286	0.001541472086134957	0.030014799734035286
ENSMUSG00000034936	0.0015407838910161638	-0.007375464553399158
ENSMUSG00000036751	0.0015380419244951907	-0.005534691823561366
ENSMUSG00000054808	0.0015356857048863938	0.018586973377594296
ENSMUSG00000021000	0.001527940046934298	0.03626559384104949
ENSMUSG00000042978	0.0015246477027301725	0.005678531534807352
ENSMUSG00000056501	0.001513513702184303	0.01985451906453961
ENSMUSG00000036087	0.0015021031123615444	-0.006248064270287568
ENSMUSG00000031819	0.0014922935175371494	-0.008685017632163117
ENSMUSG00000009566	0.0014851400275602373	0.02117998984411469
ENSMUSG00000028273	0.0014843918791374636	0.0027471552841078495
ENSMUSG00000040562	0.0014827876690212292	0.0013842186271006973
ENSMUSG00000027255	0.0014800822491092616	0.009788976431217233
ENSMUSG00000035376	0.0014673933550493695	-0.006919546658510245
ENSMUSG00000020124	0.0014640817525007573	0.03335902304390438
ENSMUSG00000041040	0.0014547313126273924	0.0022970462146622017
ENSMUSG00000049971	0.0014543683069075748	0.014003624218902999
ENSMUSG00000050730	0.001451532391676834	0.014812863901051743
ENSMUSG00000043068	0.0014476443771956739	0.005822580785545095
ENSMUSG00000036002	0.0014416421340604222	-0.006342296685293847
ENSMUSG00000029385	0.0014372368631891924	-0.0034458282747205637
ENSMUSG00000023073	0.0014333056404554462	0.033126469313924795
ENSMUSG00000027508	0.0014320953695653898	0.007855131812050886
ENSMUSG00000023861	0.0014295135804274976	0.03229137811138752
ENSMUSG00000040859	0.0014240108057354051	0.002028412053717954
ENSMUSG00000101517	0.0014227714359663231	0.006692093975894986
ENSMUSG00000022051	0.0014106510896088186	0.0365386968728873
ENSMUSG00000025142	0.0014091858405516822	0.024848864368414575
ENSMUSG00000032279	0.0013937295350152062	-0.00885439923188125
ENSMUSG00000021751	0.0013923222026973108	0.036895643466903244
ENSMUSG00000029684	0.0013875195692506482	-0.004764763805002403
ENSMUSG00000032528	0.0013856729961385151	-0.008807337686129624
ENSMUSG00000034320	0.0013850195295965347	-0.007953589898224145
ENSMUSG00000053931	0.0013845809120940579	0.01785058988999244
ENSMUSG00000022032	0.0013838994285218361	0.03656914902159589
ENSMUSG00000018900	0.0013773164706290288	0.030954560252997615
ENSMUSG00000050856	0.0013714051497472062	0.014906929229973165
ENSMUSG00000028437	0.0013626462468800708	0.001759389103535236
ENSMUSG00000078798	0.0013594958689068836	0.02331047357974203
ENSMUSG00000022010	0.001359166556021258	0.03661467780120342
ENSMUSG00000047446	0.0013544066071799231	0.011102622705098097
ENSMUSG00000037942	0.0013522741282781876	-0.0037688796252691725
ENSMUSG00000007833	0.0013459356128309383	0.01971714006432937
ENSMUSG00000015342	0.0013410192524794726	0.025818005224654453
ENSMUSG00000028862	0.0013409704091079456	-0.0007765329057679016
ENSMUSG00000042246	0.0013396231255990902	0.004333090877889023
ENSMUSG00000038656	0.0013365059509003105	-0.0022681677695379765
ENSMUSG00000045216	0.0013361896873062635	0.008425335861434902
ENSMUSG00000029630	0.001329381574323565	-0.0045371786177478834
ENSMUSG00000045776	0.0013274620129100877	0.009125662974160065
ENSMUSG00000030287	0.0013181580374159588	-0.00628729685540419
ENSMUSG00000030946	0.001315193001464266	-0.007677390416776342
ENSMUSG00000006800	0.0013142623917017377	0.01868456500332631
ENSMUSG00000097971	0.0013141069775150164	0.009839378565710044
ENSMUSG00000073563	0.0013131963104809977	0.02431490706079731
ENSMUSG00000034135	0.0013058026235597212	-0.008107137040039458
ENSMUSG00000061613	0.0012974243594870087	0.02253725005920182
ENSMUSG00000063171	0.001291694540810296	0.023148701792142123
ENSMUSG00000025085	0.001289908495545719	0.02512696630694866
ENSMUSG00000034903	0.001288591444163354	-0.007416213750796152
ENSMUSG00000054364	0.0012879333408521202	0.018160821730111465
ENSMUSG00000028911	0.0012860458861757836	-0.0010866322025302466
ENSMUSG00000032808	0.0012849232366328879	-0.008717147139858106
ENSMUSG00000040270	0.001283273296421728	0.0007660093531823842
ENSMUSG00000035885	0.0012792461582032289	-0.0064537204116896785
ENSMUSG00000016194	0.0012766599021948953	0.02722216522853703
ENSMUSG00000027882	0.0012744029371992349	0.005373399043406335
ENSMUSG00000018412	0.0012711295332289822	0.029967687319906636
ENSMUSG00000030259	0.0012633255083849629	-0.006192697133503733
ENSMUSG00000041268	0.001259139412913857	0.0026448877230982326
ENSMUSG00000026179	0.001257243715709141	0.01792325035223491
ENSMUSG00000085241	0.0012479046882237755	0.020350224628639224
ENSMUSG00000001065	0.0012402438791208246	0.0016773408643226406
ENSMUSG00000021559	0.0012382379488736345	0.03697580067956119
ENSMUSG00000070811	0.0012327421288854572	0.024293299119705347
ENSMUSG00000035354	0.001229863938288567	-0.00695269360383749
ENSMUSG00000027488	0.0012267237963760095	0.00799209627914127
ENSMUSG00000032420	0.001225433525114031	-0.008835523013514257
ENSMUSG00000042589	0.0012186085669846237	0.005028948806499178
ENSMUSG00000005580	0.0012176361303682197	0.015550925897921418
ENSMUSG00000050445	0.0012126317742492357	0.014510705791048517
ENSMUSG00000043998	0.001210250344750542	0.006780330153008607
