gene_name	CD-coefficient	Significance
Isyna1	0.012963457125585276	-0.2855112710227643
Tpi1	0.012944722042223737	-0.09816470882617712
Rab7	0.012927215079067234	-0.22656998250676796
Mafk	0.012858083749022232	-0.2829791390224979
Syne2	0.012831504326387458	-0.13755804547777983
Fus	0.012811414088530013	-0.14256102065217086
Ctsd	0.012737017195552227	-0.09171737963639609
Fads2	0.01273360685561683	-0.12749976679873362
Foxred2	0.012721579931213391	-0.14098309275874013
Impad1	0.012655905739659577	-0.2854362368963165
Zswim4	0.012653008167842263	-0.00126347262551052
Efhd1	0.012632803480699385	-0.11592868982370737
Csf1	0.012595635219641629	-0.0896836434794322
Gm47015	0.01258875356088146	-0.2653156967711662
Arhgef5	0.01255865346738829	-0.037036685545689604
Vmp1	0.012546718184485925	-0.057495625913841164
Zbtb38	0.012529676125237641	-0.03643722326548704
Peak1	0.01248795563598962	-0.2543978347716913
Itpr1	0.012470849886442254	-0.28550512935517897
Tug1	0.012403017816307576	-0.07963286287535587
Plau	0.012379615863810119	-0.24796851299667966
Eef1b2	0.012376187062897876	-0.11534585730391436
Lgmn	0.012350107569727955	-0.2844943027853164
Slc20a1	0.012343990998271286	-0.17827127478607607
Atf5	0.012332991153239908	-0.04080758924810102
Ctsh	0.012305699293783612	-0.09177551695721134
Kcnk3	0.012300166104436303	-0.2854112213392665
Map2k3	0.01225359575022086	-0.2826337201295873
Naca	0.012253065212258349	-0.2729302313837459
Gns	0.012250268896545926	-0.2812919163142475
Eif4g3	0.012217133455760453	-0.11848902091139217
Ppib	0.012150575990410832	-0.24182397276081802
Ahcyl1	0.01207766812349868	-0.02638976557140961
Ghitm	0.012069839481100934	-0.14878144767398774
Ly6a	0.01206763285810187	-0.28333404108804133
Trp53inp2	0.012061035985946041	-0.08871558337556595
Dstn	0.012040724277786333	-0.11043886435223652
Csrnp1	0.012014939830825775	-0.0902355877256187
Rnd3	0.01194493833605165	-0.21429756824415624
Timp1	0.011902814762904543	-0.11895208920785594
Tmem176b	0.01188870867935074	-0.11160453203256959
Bcl2l1	0.011886071831307767	-0.04943214849802523
Klf6	0.011851040640132067	-0.28516707003616526
Degs1	0.011830366047363424	-0.10130876390423589
Morf4l2	0.011818681693814235	-0.2775550204646121
Atp6v1h	0.011801130499079137	-0.04329391668280258
Sphk1	0.011710878168192418	-0.1533907733651263
Arntl2	0.011619798098374495	-0.038419718207087894
Mob1a	0.011584627963594952	-0.27776378462810813
Ldha	0.011533559935839464	-0.2846459514858588
Rps13	0.011515268133252703	-0.20515646291661982
Tsc22d3	0.01147551082600113	-0.08711817853061954
Sorbs3	0.011473016844426321	-0.15713360000157772
9330159F19Rik	0.011450835722506821	-0.010591829681858914
Scpep1	0.011425054957547932	-0.19347118689325038
Abr	0.011416318979235954	-0.020422859009395326
Micall1	0.011386046901952647	-0.2801809919601386
Gaa	0.011379077500765349	-0.1437865172902653
Srsf2	0.011355771121938455	-0.14864132754833193
Canx	0.011348869027679752	-0.05979131503145883
Idh1	0.011345860467756418	-0.2851742416838828
Me1	0.011297514307202907	-0.2814932036512876
Lgalsl	0.011284180659013597	-0.2845104808988202
Rusc2	0.011217390048695966	-0.1990212725078111
Nfkbia	0.011135585836042749	-0.26937253655078475
Sf1	0.011129879568095538	-0.18689045017630002
Tacc1	0.011118365409807748	-0.13570527593525905
Gadd45g	0.011111728362118291	-0.14442722078339484
Pak3	0.01109167487943315	-0.2594749380044335
Jade2	0.01100666960551028	-0.2855008163859008
Slc27a1	0.010973047329358143	-0.17536755688767358
Mtpn	0.010961848560508509	-0.2748062503711633
Lrp1	0.010949040848505447	-0.2839551896856342
Agpat3	0.010918264328459886	-0.026111832162390602
Cfap43	0.010909698420275274	-0.07465110297260814
Rps25	0.010882341588986419	-0.20381210595106436
Gsto1	0.010876037564612341	-0.2827789952667261
Mrvi1	0.010848853982824388	-0.27577905010415793
Os9	0.010844089355144321	-0.26136218754727325
Elmsan1	0.010802403835686262	-0.11936245410407553
Tob2	0.01077940642563677	-0.10067392315796997
Arpc4	0.010753042130711701	-0.03854361418805745
Aldh2	0.0107221564873477	-0.028412252528837563
Spsb1	0.010703307757457798	-0.15136503785987954
Rps15a	0.010652974781991339	-0.20488180902074749
Slc29a1	0.010631523000148479	-0.17516789115557596
Golgb1	0.010587738840832198	-0.28135797463752366
Gzf1	0.010549629955552494	-0.28314483286917774
Zfp36l2	0.010537456604152147	-0.023547481402984682
AC167229.1	0.010515778721784212	-0.017349401138969794
Pdp1	0.010509261981145867	-0.2548663155985884
Ifrd1	0.010473433471005609	-0.2852716537467086
Shmt2	0.010467601558828688	-0.18270787437658775
Lpin3	0.010430681733032288	-0.2840481665945774
G2e3	0.010427967807922477	-0.1434076006128892
Sqle	0.010403644704401239	-0.15063731432295424
Eaf1	0.010388248398714614	-0.11400297597308552
Itga5	0.010311410408341585	-0.28551113206966144
Atp6v0b	0.010285565696653773	-0.04288996107613269
Sptan1	0.010241947525662232	-0.15113785698601623
Rps26	0.010235055302483819	-0.20374288019830433
Nfil3	0.010208237321268156	-0.2694355590968871
Ctsl	0.01013699327130034	-0.09183362299071235
Msn	0.010098961046914079	-0.27553451624399694
Cebpb	0.010041177214651463	-0.0718321439115735
9230104L09Rik	0.010029692003926456	-0.010283122599029429
Phf8	0.010004032000727973	-0.25188625045137736
Rps19	0.009928657212114332	-0.2044687813249897
Acly	0.009881557863301728	-0.021394496254743142
Fgfr1	0.00987524719748792	-0.1372832739870519
Jcad	0.009863150849925954	-0.28549425132673395
Rps21	0.009849466124578704	-0.20395046346003654
Avpr1a	0.009763028910153225	-0.04443381017559746
Eif3a	0.009743834611320484	-0.11761583767377438
Pdlim7	0.00974032908957674	-0.2548875407428259
Mroh1	0.00973153099703572	-0.27685721377195877
Col16a1	0.009665626068074543	-0.08336066548868999
Oat	0.009637382112088456	-0.2632395615729888
Srebf2	0.009622397531665357	-0.15009057419855631
Cap1	0.009622100155436646	-0.059817807250586705
Wbp2	0.009621766552752055	-0.05248739878240116
Iars	0.009591328664845992	-0.28513233589790576
Plaur	0.009571539431388198	-0.24794491755198944
Lif	0.009566356186722753	-0.28444111382508575
Txlna	0.009522166604367307	-0.07851695300990735
Dnajb6	0.009507709161401066	-0.10657696063543777
Selenok	0.009492857533309128	-0.190613047505228
Luc7l2	0.009470531793332022	-0.28337524798232017
Adh7	0.009469747842695551	-0.0246616493890773
Prdx2	0.009448749261385959	-0.23848820065249832
Pitpna	0.009441678625850871	-0.24941522575960967
Ets2	0.009434502816750283	-0.12514729593512586
Etf1	0.009429319159638377	-0.12482359881265774
Clic4	0.009390617203804979	-0.07985002269826331
Dnajc3	0.009372798177349956	-0.10725060278418937
Unc45a	0.009348145172870156	-0.06849873721786459
Arf1	0.009335941132029795	-0.03524022664423581
Supt6	0.00926499878136531	-0.13951586332614274
Eif3h	0.00925042379720416	-0.11781978159922156
Tcf25	0.009243209550642893	-0.12881676853979285
2410002F23Rik	0.009229094893853765	-0.0017853761587943162
Pip5k1a	0.009158817105987696	-0.24962312035674789
Tmem176a	0.009151906582149419	-0.11165414419183373
Srsf11	0.009150221985700667	-0.14868655255832797
Zfp281	0.009111510006018933	-0.02581584221540667
M6pr	0.009107638018846882	-0.28311019699991746
Snrnp70	0.009054571680482569	-0.16008372341067678
Slc6a8	0.009052457310268075	-0.1701368987791666
3110039I08Rik	0.00902425099781159	-0.0032879985524136082
Bcar1	0.009023440444580757	-0.04904810317904246
Dtx3	0.00899286519119177	-0.11078947849718511
Hspb1	0.00896547065868291	-0.2850341506190729
Purb	0.008954229619726639	-0.22975705777124733
Xbp1	0.008941860526866212	-0.04429226191870561
Arid5a	0.008930914929581823	-0.03730851566370688
Agfg2	0.008928681878209893	-0.02585701517512049
Dock9	0.008924475419034118	-0.10865682962310567
Myo18a	0.008922570039764386	-0.2737147778190727
Suco	0.008879942551069506	-0.14076830458248546
H1f0	0.00887747484130435	-0.28316917579539075
Tgoln1	0.008876254974097206	-0.12252154300317164
Rsl1d1	0.008851096402534559	-0.20091101141328394
Ndrg1	0.00883215772097441	-0.2713598900407083
Vat1	0.008830775754338466	-0.06074668847327436
Rplp1	0.008813006057180921	-0.20607867554042092
Rrbp1	0.008720054661561664	-0.2017925297882739
Ddx3x	0.00871771157983881	-0.10042750300300768
Tuba1c	0.008711988322010648	-0.0808627012049784
Igf1r	0.008707445707938431	-0.28531247695356
Rlim	0.00870038103890667	-0.2150718212360444
Slc25a4	0.008679657445615012	-0.17620539514432776
Adam9	0.00867540952114439	-0.023356003472939743
Anxa5	0.008669853489709382	-0.03258621745824349
Tmem59	0.008660786857764023	-0.10676420264834052
Akr1b8	0.008650589925881655	-0.02779868084461367
Ube2d3	0.008641615620256098	-0.07496638332657135
Rps12	0.008640993246556494	-0.20536192915106843
Spcs3	0.008640340300082622	-0.1541074945693135
Dmpk	0.008619909800560344	-0.10546698994465378
F2r	0.008618705668877812	-0.1267944643099252
Tiparp	0.008615184535933953	-0.11866096966417117
B4galt1	0.00859505624651381	-0.045985388066076494
Trim24	0.008593606764626378	-0.09328829691670115
Map4	0.008591658920979255	-0.282490178516278
Bach1	0.008540196465541413	-0.04787461908753478
Tmem47	0.008534531742403938	-0.1071671970543383
Gabarap	0.00853422447531889	-0.14390304835867504
Qsox1	0.008495382652351518	-0.22856720830707078
Epha2	0.00846007384707774	-0.12218625872456393
Gm14226	0.008444198661122134	-0.17592745789249228
Abhd12	0.00843528551500088	-0.019858736683775233
Sars	0.008402917753228437	-0.1963909360264413
Myl12a	0.00839964994904538	-0.27394384279960593
Herc2	0.008380267228342965	-0.28393403087282826
Lnpep	0.008369631751809657	-0.2841564050729744
Nktr	0.008345546169775505	-0.26844625409661743
St3gal4	0.008339993104422877	-0.14663389760261414
Selenot	0.008331579230891138	-0.19034984909606645
Creb3l2	0.008329217507477558	-0.0880305934649187
Asns	0.008316386433951044	-0.04003572596818729
Hmox1	0.00831539621726027	-0.2845975302709777
Galnt18	0.00831461670158055	-0.14498076251007297
Ocrl	0.008314280265488607	-0.2630025657656562
Alas1	0.00828096073097876	-0.028176327258074618
Slc16a2	0.00827910232445758	-0.17910280928603273
Uhrf1bp1l	0.008255247165113654	-0.06939809548949771
Rnf181	0.008246070944861562	-0.21315872569042504
Mdm2	0.008241217655960484	-0.2815248582851762
Srsf7	0.008238340570455648	-0.14841501227229004
Lrrc59	0.008237460260280922	-0.2837292372306158
Dok1	0.008236919715770345	-0.10871528518330378
Tbx3	0.008234207632945753	-0.12995449651165525
Etv6	0.00823350178845602	-0.12526501314738073
Gabarapl1	0.008228273471212685	-0.14393216984568774
Nr1h4	0.008215802943329563	-0.2663720728859342
Gramd1a	0.008212934563358367	-0.28228805920887057
Rpl31	0.008209759846188752	-0.2081106336582823
Irf2bpl	0.008198587646636623	-0.2855070320898271
Arhgdia	0.008195553004829138	-0.03649494380167227
Prelid1	0.008172262172509076	-0.23832985085891834
Noct	0.008163159564786937	-0.26772879785732645
Arf4	0.00816086550707162	-0.03531391912767512
Tpp1	0.008158112057810947	-0.09773861262815331
Carhsp1	0.008153537622470062	-0.060775752308947745
Slc23a2	0.008083609852347979	-0.17763503863330532
Ostm1	0.008038243956987356	-0.26088578239012195
Rnf4	0.008037895969569938	-0.21220968237383364
Rbm39	0.008037591054120729	-0.2216527101007425
Susd6	0.008025932844906653	-0.13904947116738708
Htra3	0.008018270142069923	-0.2850875258435139
Pcx	0.0080143813730402	-0.2561478540253989
Cldnd1	0.008008481652699581	-0.07948093132928588
Dazap2	0.007985954186973237	-0.0976475547593343
Cyfip2	0.007966072116496362	-0.09357525725569343
Hsd17b12	0.007963687725272447	-0.2849444672712022
Atp6v1g1	0.007926345454901309	-0.04324344663190978
Trim26	0.007923638008729856	-0.09317769128053788
Lims1	0.007893976401548156	-0.2843907040209103
Ahnak	0.0078823084439048	-0.026482853349117458
Nfe2l1	0.007812032599208549	-0.26952991857617337
S100a11	0.007796743415594323	-0.1983022569378894
Cyth2	0.007771210279445698	-0.09473702469788313
Rpl17	0.00775459988276998	-0.20985546058066018
Resf1	0.007751041761121809	-0.21898328430151404
Unc5b	0.0077396523408812075	-0.06832818635700466
Hsd17b11	0.00772961305721936	-0.28494165133908517
Gm1821	0.007720186279502705	-0.19619461485641485
Fbxo33	0.007711222486950946	-0.13470638281488578
Zmiz1	0.007707451370921788	-0.0035899098023843834
1810058I24Rik	0.00769264161631873	-0.0011024042344666765
Rnf10	0.007659709016331291	-0.21426523053691182
Plcg1	0.0076208778383304405	-0.24768469636233026
Mical3	0.0076029200494938925	-0.2801901339030858
Tmed2	0.007601662049896625	-0.11525860394580245
Slc4a7	0.007590252648163364	-0.17095661807104434
Nt5c2	0.007583506698917469	-0.26518308554829195
Rbm3	0.007577180351538353	-0.22180648804898218
CT010467.1	0.00757651815482851	-0.05730698913310153
Aup1	0.007561938313039175	-0.04417959670614527
Mbnl2	0.00755547677651207	-0.28193851058168923
Plod2	0.007553887871764079	-0.24627381741733417
Slc2a1	0.007513195061252237	-0.1750080628792764
Herpud1	0.007510106321175625	-0.28395404703155275
Stab2	0.007505529597044437	-0.14608398969100467
Cul1	0.007505408018002355	-0.0922108096570208
Serpine1	0.007485176656677468	-0.18803873631640378
Six4	0.007472526720732521	-0.18090834500278785
Gch1	0.007472368435317191	-0.14673321412225285
Prune2	0.0074544985948393015	-0.23439072771523561
Cx3cl1	0.007442152007478737	-0.09279128156837012
Ip6k2	0.00743832597892841	-0.2854921600753029
Cltc	0.007436622954823088	-0.0807014056589653
Nucb1	0.00741831838827491	-0.26476076445220104
Sprtn	0.007410524460290834	-0.15172762125893313
Akirin1	0.007404438336694156	-0.02753930762835529
Atf6	0.007401421859189783	-0.04083249816812491
Klf7	0.007386711947649767	-0.2851646647677231
Wwtr1	0.007372898787167748	-0.04448825273109891
Net1	0.007370817260171497	-0.2698735174539307
Ldhd	0.007347689534486559	-0.28463472673312684
Ern1	0.007347347967049277	-0.12406054218842189
Gadd45b	0.007331597032756407	-0.14439811128051522
Plpp1	0.007325693369879989	-0.24615335331974442
Rab20	0.007317720171423224	-0.22780699994434506
Stard10	0.007311684936544286	-0.14549221950062197
Bcat1	0.0073022338324455795	-0.04917615597868047
Atxn2l	0.007294273635522899	-0.043900366623432746
Actr3	0.007273387205722118	-0.022578879072263053
Rpl13	0.007273128809848404	-0.21022251446117868
Zhx3	0.0072725376057744505	-0.004413723683837079
Asph	0.007252045212979539	-0.04013531563714436
Mtdh	0.007251424427418492	-0.2753116311083995
Snd1	0.0072348705009593365	-0.16342464919132316
Cmip	0.007227841371627292	-0.08104368035923493
