gene_name	CD-coefficient	Significance
4932702P03Rik	-0.00022809779711940466	-0.0070344266926959005
Gm43360	-0.00022811352916219494	-0.251759868119365
Gm16701	-0.00022815823852288385	-0.19128461125489024
Lct	-0.0002282196385030879	-0.2846682488164217
Draxin	-0.00022829077263896753	-0.11008795481825318
Syn1	-0.00022839234400591434	-0.13788434936298521
Tmem51os1	-0.0002284019573799177	-0.10691515679893793
Mxd1	-0.00022849133389981333	-0.27436687772588503
Zfp689	-0.00022858262941651754	-0.015272173708333447
Chrdl2	-0.00022859963229953438	-0.07704520697299205
Gm26782	-0.00022881224669624826	-0.21864839731414007
Gm10654	-0.00022884117959170536	-0.15576575366232626
Gm22270	-0.00022891882958788717	-0.20462262882598428
Gm10819	-0.00022896601644230486	-0.15674077484516705
Gm48375	-0.0002289942230763893	-0.2698093035838097
Gm20036	-0.00022903711465937276	-0.1997163324663138
Palmd	-0.00022925361294832543	-0.2592984903582565
E430021H15Rik	-0.0002293143274455398	-0.11385683897049055
Ttc25	-0.00022934244621338636	-0.08359881840932748
Gm31513	-0.0002293430255912909	-0.22797362914391006
Gm15708	-0.00022960737175534542	-0.1840509500926503
Usp50	-0.00022965576595164263	-0.06327199326046973
Gm44698	-0.00022972505228886566	-0.25899933534360553
Edil3	-0.00023011621135399717	-0.1150248427746614
Gpat3	-0.00023011839088357038	-0.2815686930319547
Fam178b	-0.00023012070708218593	-0.12955257494180464
Mybphl	-0.00023016364247727947	-0.27415680012273297
Gm11946	-0.00023023446801276353	-0.16209624987900542
Ctsw	-0.00023030633282616203	-0.09189169436619447
Gng10	-0.00023035799286031343	-0.28110695974582134
AC140278.2	-0.00023047600881392108	-0.016029066148518442
Eri3	-0.00023063767041494582	-0.12373831238844289
Gm20442	-0.00023066686969758693	-0.200553997508653
Gm7467	-0.00023075289305484037	-0.2779420745744331
Cir1	-0.00023079807679385195	-0.07814785136671819
Tmem147os	-0.0002308069753472689	-0.11294625039380957
Gm49125	-0.0002308690203999579	-0.2719938921447037
Gm26763	-0.00023090644296413818	-0.21825611124531388
Fcrlb	-0.00023098442105157948	-0.13605549164337638
A430057M04Rik	-0.00023099303193136446	-0.012686796777749067
Morn1	-0.00023111209170362698	-0.2775439921014608
Tefm	-0.00023128869066343455	-0.12647925326168585
Gm37018	-0.00023129589599346718	-0.23342305185229098
Hexim1	-0.00023141865270349734	-0.2839937029434865
Gm15961	-0.0002316857149897625	-0.18687065469682804
Npn2	-0.0002317805655711097	-0.2667117723613969
Ccr10	-0.00023179827904543844	-0.06699196799460869
Arl2	-0.00023182774519126868	-0.03760486066577524
Saa3	-0.00023189609600016451	-0.19779866246319677
Nkain3	-0.00023207887100770087	-0.2685917036104761
2610507I01Rik	-0.00023220726136960292	-0.002318748005703704
Tmem71	-0.0002322906734845168	-0.10610851246327102
Rsph10b	-0.00023236339833139968	-0.20080475014024246
Gm26347	-0.00023250134424382496	-0.2146104488325293
Mafa	-0.00023250310819319538	-0.2829980180442225
Gm12867	-0.0002327241711046207	-0.16759966763410195
Gypa	-0.00023277489423665273	-0.28313262629696057
Slc25a53	-0.0002328769403137052	-0.17576666514891381
Ubtf	-0.00023293445251286696	-0.07154597528003426
Gm2981	-0.00023299218130546902	-0.22647483750767142
Cradd	-0.00023302703254679335	-0.08771179360489192
Cldn15	-0.0002330777290210328	-0.07928232410574776
Rnf167	-0.0002331250527475497	-0.21332178064461527
Gm45137	-0.0002331855666058443	-0.2610590660420074
Gm12743	-0.00023327803661385852	-0.166870122366835
Gm20517	-0.0002334581502723026	-0.2009874352616838
Gm17194	-0.00023348664472322178	-0.19329186932631584
Gm26884	-0.00023353040033536904	-0.22018617482645933
Rpl36-ps12	-0.0002335539013354666	-0.2073339398250399
4833427F10Rik	-0.00023359923505003306	-0.0040315876436901425
E230016M11Rik	-0.00023365071081651984	-0.1133018324668015
1700029H14Rik	-0.00023373512226127494	-0.00048005230727277224
Pcdhgb4	-0.00023374506090054114	-0.25701437095078095
mt-Tr	-0.0002337910070344379	0.00019792960330955456
D930007P13Rik	-0.00023402537955028837	-0.09680235306075687
Tmed10-ps	-0.0002340943695343221	-0.1153073968819539
Il33	-0.00023412705776361002	-0.2854073200878512
Thap4	-0.0002345182107307078	-0.12208262104163203
Lamc1	-0.00023453741326218524	-0.284846164138547
Galr2	-0.00023468022219528883	-0.1451265025050089
Guca1b	-0.00023471532624765295	-0.2830463265745831
Gm20731	-0.00023474765241666835	-0.20223143755110853
Gm49331	-0.00023477654727403513	-0.272605717629122
D330050G23Rik	-0.00023479943615673594	-0.09566712999296427
Card14	-0.0002348889422859813	-0.06064231262158791
Slc2a4	-0.00023523828106887163	-0.17484821451246502
Cd28	-0.00023548878527044479	-0.0678618769880797
Gm43484	-0.00023555705452527108	-0.2526594827535116
Gm30698	-0.00023557454607295078	-0.22718410228077215
Dnaja3	-0.00023557769300964752	-0.10628486863368065
Gm42928	-0.0002356961280709342	-0.24819555058162526
Gm38120	-0.00023578510509445017	-0.2407083304427332
Ywhaq-ps3	-0.00023581413372576187	-0.03859302865001335
Coasy	-0.000235821919775441	-0.08281603368290782
Ttn	-0.00023596401060647955	-0.08125377055085348
Tvp23a	-0.00023596875547948756	-0.07907391041718004
Gm16167	-0.00023605363174769255	-0.1886313097388235
Gm20405	-0.00023610457933311975	-0.20040951174099222
Prr5	-0.00023622466450495542	-0.235296679878921
Cep295nl	-0.0002363077192653649	-0.0734454335079629
Ppfia1	-0.00023650616541817752	-0.24200161987194058
Asgr2	-0.0002368322423122054	-0.03983627545303126
Gm48551	-0.00023689715639870225	-0.27014115508593994
Ccno	-0.00023697105919550946	-0.06674811753143099
Gm37893	-0.00023700997430402274	-0.2391810708383066
Gm16618	-0.0002370197231689771	-0.19119731990155306
Gm7628	-0.00023709991263047553	-0.2781707483209474
4933417C20Rik	-0.00023711906276157433	-0.007402808046331678
Clip3	-0.00023713732446302554	-0.07999184664794666
Comp	-0.000237262195628858	-0.08462329105994343
Plekhm2	-0.00023726499584041284	-0.2467064748461606
1700060J05Rik	-0.00023728568406785152	-0.0006841678375279353
Hotair	-0.00023730317274541936	-0.2847207713980554
Gm45820	-0.0002373998489530709	-0.2642630993971612
Gm26637	-0.00023750351267365466	-0.21693225882133702
G630016G05Rik	-0.0002376387735807229	-0.14355337832002177
Pkmyt1	-0.00023768881927817723	-0.24885814882747254
Gm13427	-0.00023773164649810283	-0.17121582763754722
Tbcc	-0.00023778324287535108	-0.130897315134207
Tbc1d15	-0.00023779890741325806	-0.1320703566397733
Lrrc75aos1	-0.0002378556335541248	-0.28369723235711203
1810010H24Rik	-0.00023785965960279625	-0.0009577382943054893
AC134560.3	-0.00023791512544064656	-0.01598658598193573
Vps33b	-0.00023807678447142563	-0.05637864906025036
Gm15941	-0.00023807902998957732	-0.18654763389825982
Oxsm	-0.0002380998337511153	-0.260425793339595
Cpxm2	-0.00023843525464208463	-0.08753784397798613
Rflna	-0.00023849799137793	-0.2182907260171243
Gm29609	-0.0002385078017048948	-0.22609113407717235
Gm10785	-0.0002385737362882093	-0.1565930083100258
Gm6750	-0.00023872137325628204	-0.2769530588960235
Dnah7b	-0.00023876202631630087	-0.10608024869866169
BC048644	-0.00023882338149819131	-0.047339543231412096
Gm15853	-0.00023897288257515483	-0.18557755228581405
Gm43292	-0.00023899401633048245	-0.2510092666462259
Gm38067	-0.00023904406042085617	-0.24037906409802234
Gm10610	-0.00023904597802636653	-0.15535216523601098
Gm26393	-0.00023905048263774852	-0.21478094611843906
Gm45407	-0.00023906092455445798	-0.262284217600793
Prdm1	-0.0002391254479450458	-0.23872511525155027
Gm45847	-0.00023923878286766985	-0.26437335758011277
Ddx56	-0.0002393602720039648	-0.10080894889545876
Ghrl	-0.0002394722826093553	-0.1488400755984107
Cryl1	-0.00023949528345736606	-0.08942236377103477
Gm16982	-0.00023964934269802884	-0.19204093977702194
Gm48996	-0.0002397758242602883	-0.27169842121240173
Gm24803	-0.00023997421524743238	-0.2107920283894287
Gm28988	-0.0002399970987823854	-0.2246323632515203
Camk1g	-0.00024010021854743816	-0.059234610885072314
Gm35066	-0.00024012081050157574	-0.23083788668831495
6330537M06Rik	-0.000240267541376131	-0.009323185407802817
Gm8075	-0.00024030102015841956	-0.2787320344720246
Gm12902	-0.0002403241363478444	-0.16771638263450833
Tubb4b-ps1	-0.00024039841228022977	-0.08041623044808288
Gm14539	-0.000240447957812227	-0.17812158960324884
Shbg	-0.00024048407687610694	-0.18352675201212154
Ldlrad3	-0.00024048749614249108	-0.2846271939071708
D130062J10Rik	-0.00024061816266892621	-0.0952600179274455
Zfp788	-0.00024070140264529616	-0.012137095018419863
Olfr856-ps1	-0.00024116259244156036	-0.2620595173420501
Gm7324	-0.00024116489155590648	-0.27766465525921225
Lamb3	-0.0002413982182439883	-0.2848494729382454
Gm37475	-0.0002414804885871747	-0.23639564955748682
Ccdc170	-0.00024197818681390246	-0.06396130701217911
Tdrd3	-0.00024205018286994898	-0.12734174716677682
Pih1d2	-0.0002421076304521678	-0.25033326482209056
Gm37423	-0.00024212332463787237	-0.23621305712577279
Ifitm5	-0.00024220460413271452	-0.2852580332508558
Spocd1	-0.00024240654802195526	-0.15262849543123969
Gm26541	-0.00024259333071694576	-0.21566005688462
Apc-ps1	-0.00024265093612696535	-0.03375359828570854
Syf2	-0.00024269278677678	-0.13797756841732756
Gm8550	-0.0002427598339363591	-0.2792920837160302
Rtbdn	-0.00024280926796224994	-0.2003787124193862
Pnck	-0.0002429074461818221	-0.24513468640333802
Far2os1	-0.00024303957741869886	-0.1328019640457312
5730405O15Rik	-0.0002430423085019625	-0.008596327438193229
Rps24-ps3	-0.00024310484301358858	-0.20384669768537556
Gm26798	-0.00024322558281898878	-0.21892824561934307
Col5a2	-0.00024329696319426317	-0.08390564226626719
Anxa8	-0.00024335170024653843	-0.03265898422841363
B3galt2	-0.00024344386043330315	-0.04547591190956528
Gm12648	-0.00024349118285113875	-0.16631436383386947
Svep1	-0.00024350729757499894	-0.13867595779660535
Cyp2s1	-0.00024365054187774194	-0.09421415530981497
Tnfrsf13c	-0.00024374075374016265	-0.10320147160350501
1700012D14Rik	-0.0002437918720644525	-0.00018487653048556742
Smim27	-0.00024383842976590376	-0.16545820729325844
Grhl2	-0.00024385790229099544	-0.2823868872235231
Oasl2	-0.00024405377481238763	-0.2632577162582425
Dio2	-0.00024406276553178054	-0.1040632705603569
Gm12854	-0.00024408890189007526	-0.16754130524641822
4933405D12Rik	-0.00024414017503350787	-0.007104566341264051
Faap100	-0.00024446086925211213	-0.12720591157896638
Gm44645	-0.000244501967190341	-0.2586525602717909
Gm16196	-0.00024470755929918014	-0.18898224741021177
Ibsp	-0.00024472379148645794	-0.2851390827153015
Gm47962	-0.00024473801311813986	-0.2684634552407744
1700096K18Rik	-0.00024478426276634845	-0.0007899473085370475
Lrp2bp	-0.00024479173471400606	-0.2839352814130035
AI480526	-0.00024489971547975446	-0.017813633734699366
Plin3	-0.0002450108363814652	-0.24651440980941097
Gm5103	-0.00024504806361915177	-0.2735553738018004
BC106175	-0.00024520016256456874	-0.04767066392892948
Oxnad1	-0.00024523778969743796	-0.26046427946840695
Gm15501	-0.00024524778396971296	-0.1820320956608968
Gm32856	-0.0002453061731998689	-0.22908670321808988
Ndufs5	-0.0002453690412409073	-0.27064031861755833
5330438I03Rik	-0.0002453734564974728	-0.008235904144678681
Ackr4	-0.000245476474723901	-0.021371689464210253
Chgb	-0.0002455753753704224	-0.07622802098610408
Gm47438	-0.00024561114751801556	-0.26673945879705796
Gm30934	-0.00024564287546410097	-0.22742925932403402
Gm29106	-0.00024572994570553177	-0.22496323887867428
Gm26853	-0.00024584196262831723	-0.21982321371986582
Gm38057	-0.0002458718659502243	-0.24032832244089436
2310069B03Rik	-0.00024590943231088457	-0.0017485728883887865
Neil1	-0.00024612425050813135	-0.27025911039562894
Gm26816	-0.0002462740427224863	-0.21929197856808982
Mir7028	-0.00024628345572854147	-0.2788512669659415
Gm15186	-0.0002465027990776669	-0.17981664635915404
Nkiras1	-0.0002465150862839729	-0.2685109217073232
Gm24187	-0.00024651642744119844	-0.20918738720139615
Capn12	-0.0002465437965784372	-0.05995046667024598
Zfp593	-0.0002465709062006699	-0.018372300182816215
BC039966	-0.0002465778685409366	-0.04721211266187736
Gm45774	-0.00024662850435439954	-0.2641156462432368
Gm12322	-0.0002466414479972959	-0.16461584210738106
Sec1	-0.00024665089297121016	-0.19206474398310014
Gm44130	-0.0002467041224062801	-0.2566376159742332
Igf1os	-0.0002467825886994549	-0.28531070330435676
Usp12	-0.00024682063080249224	-0.06544583776432278
Gm46519	-0.0002468697967287643	-0.26520806119973067
4930426L09Rik	-0.0002469376366568297	-0.004626075838680192
Tmem95	-0.00024694604601123676	-0.10529591092626955
Lingo1	-0.0002469910162917241	-0.2843564901409331
Gm28424	-0.0002469989663721452	-0.2234124516303233
Snord53	-0.00024725693988602026	-0.16126070891205657
Wbp4	-0.0002474120092369184	-0.052422223464237305
Pcdhb10	-0.00024742266360537233	-0.2576834930832148
Gm13184	-0.0002474848531842605	-0.16949425705682494
Ppp4r1	-0.0002476275606494445	-0.2395109527390743
Rida	-0.00024763140852680917	-0.216098589872182
8030453O22Rik	-0.00024764659970955417	-0.009788419562013158
Gm48632	-0.0002478874933141659	-0.2703911635688904
Gm5620	-0.00024792228030475215	-0.27459943886403976
Ccdc14	-0.00024820021053392484	-0.06342382279625755
Nxph4	-0.00024831557661702234	-0.26347503972936837
Dyrk4	-0.00024844362825777815	-0.1125414705363262
Gm23639	-0.00024851822328003154	-0.20786766172630558
Fam91a1	-0.000248625648408523	-0.132099224115028
Gm23966	-0.00024889473297997814	-0.20878590908185046
C530043K16Rik	-0.0002488960739797406	-0.05641079815655743
Kcnmb4os2	-0.0002489240613432207	-0.28540333585832595
Ywhaq-ps2	-0.0002489316310675351	-0.038662893904980344
Gm24325	-0.00024908240173896005	-0.20955999466688074
Tmod4	-0.0002490943038447543	-0.10473613545797955
Gpx6	-0.00024912859333577596	-0.28226667359068225
Trcg1	-0.00024916703338797506	-0.09465875425090409
Gm26049	-0.00024928033443940407	-0.2139581147746708
B230206I08Rik	-0.0002493605163188788	-0.044916711971882003
Gm28439	-0.00024946558207314753	-0.22349584859497015
4930577N17Rik	-0.00024956035796370524	-0.0063246414231659075
Gm807	-0.00024958654041256116	-0.27872163258060645
Tab3	-0.0002496056194886937	-0.13579766545440597
Ocstamp	-0.0002496986832092054	-0.26298427287615755
Gm30270	-0.00024971771610136375	-0.22691146887483576
Gpr89	-0.0002498824592646441	-0.28213657118984936
Mmp24	-0.0002499304220389042	-0.27791630472534534
1700017J07Rik	-0.0002499549719252424	-0.00025654490520326135
Spire2	-0.00024996488816929005	-0.15280791399111282
Gm37855	-0.0002501356845695352	-0.23892529660537512
Gna14	-0.0002501592515967162	-0.2809615325849814
Gm15975	-0.0002501623109932997	-0.1869882170694657
AC154200.1	-0.0002501790134208054	-0.01639169367809388
Gm13033	-0.0002502876300625064	-0.16873652509628356
Gm12500	-0.00025034319547445274	-0.16578792752200117
Gm47577	-0.000250494774930251	-0.2672028596846854
2900092N22Rik	-0.0002505448315578824	-0.0031549406310599215
Gpatch11	-0.0002505658717622357	-0.28159264538131923
Pcdhga3	-0.0002506060234450279	-0.2571979606875888
2210412B16Rik	-0.00025070469927137364	-0.0013938664884601062
Ppara	-0.00025073443731054977	-0.2422291905295565
Mrpl23-ps1	-0.00025075724862478374	-0.2765902943537257
Gm14820	-0.00025082404507463285	-0.17888180064684905
Gm17096	-0.00025087694981532397	-0.19262292110686136
Tagap1	-0.00025092007218141825	-0.13417498288552276
6430573P05Rik	-0.0002509333528180392	-0.009490687141486799
Gm16751	-0.0002510564014936163	-0.19145913617901159
B3gat2	-0.0002510944919035704	-0.04555236211514614
Gm25364	-0.00025113100278851907	-0.2123640354778618
Gm17529	-0.00025123822699782	-0.19457196684019354
Lrrc28	-0.0002512573478046218	-0.2838439656101188
Casq1	-0.0002512679491520484	-0.06149693788134619
Nfe2l3	-0.00025134675733440266	-0.2694984946130721
Shisal2a	-0.0002516038206019308	-0.1829027660072755
Ttll9	-0.0002516373239410627	-0.08130940578459911
Gm43300	-0.0002517004674189746	-0.25105498598587583
AC183097.2	-0.0002517727668972749	-0.017636246446194853
Rpl21-ps15	-0.0002519388525369249	-0.20915296059385058
Ptrh2	-0.00025206588143572437	-0.23007408188488465
Trim15	-0.00025223891780530035	-0.09361857513624472
Lsm10	-0.00025234080120502153	-0.2835482293330535
Gm45186	-0.0002523451235707194	-0.2611766559826142
Megf11	-0.0002523457543776758	-0.28115345476223313
Epor	-0.0002523733243963971	-0.12259585624231907
Gm18935	-0.00025241681738290045	-0.19758096801768887
Mansc4	-0.0002528921861073082	-0.28270731488686074
Gm34059	-0.00025299486020177004	-0.23003132700331455
Nr1i2	-0.00025302387343230425	-0.26635503287527856
Spsb3	-0.00025307034332993776	-0.15127424936473333
Bet1l	-0.00025312257951488296	-0.050386114723301484
Gm17083	-0.0002531926331199491	-0.19247744215745718
Tsnaxip1	-0.00025319369581944555	-0.08623688393002138
Gm45709	-0.00025319875748754355	-0.2636141285004049
Msh3	-0.0002532539645297047	-0.27569380553871115
Gm9929	-0.00025331327769330923	-0.28068900755476484
Gm45607	-0.00025337717640293593	-0.2633138208492677
Apoh	-0.0002533869951413995	-0.034313875696650696
R3hcc1l	-0.0002535226547071942	-0.22842136789866307
Gm42820	-0.00025362606731827087	-0.2474817645916194
Gm32816	-0.00025372063119018755	-0.22900546499912194
Dlg3	-0.00025381210863039793	-0.10476538553272818
Itgax	-0.0002538569850012591	-0.28551028136706386
4732465J04Rik	-0.00025393984747262247	-0.0037637057326402566
Traf1	-0.0002539549425653539	-0.09650296467195418
Il12rb2	-0.000254079123216607	-0.28537303413036874
S100a3	-0.0002540956694152282	-0.19812247467857302
Slc6a4	-0.0002542031882526831	-0.17026013679281204
D3Ertd751e	-0.00025455454051975064	-0.09572529261450358
Cbln3	-0.00025464266562267554	-0.06227126269526592
Gm38160	-0.00025475061246498377	-0.2409104673127782
A130012E19Rik	-0.0002548175833151743	-0.011928006795099672
Snrpa1	-0.0002548177346591999	-0.1599961838846975
Msx1	-0.0002548650079396721	-0.2754357293753901
Car11	-0.0002550534330404634	-0.06034936077641012
Il23a	-0.0002550770209902596	-0.2853977423630797
Tifa	-0.00025508243520465645	-0.1200747554307231
Syngr3	-0.00025512528468447205	-0.13727875001843692
Ccdc15	-0.00025520340313744456	-0.06358502059785825
Tas1r3	-0.0002552436653245383	-0.13286632612818405
Bbs7	-0.0002553841172070069	-0.04884328952563283
Gm4219	-0.00025549436000807293	-0.24468173354826936
Gm15247	-0.00025555493741323434	-0.1801376133864818
Anks1b	-0.0002555581180083571	-0.03202732330530385
Tal1	-0.0002557175754640355	-0.1339886288307771
Upk1a	-0.00025572058012219217	-0.06748144463355576
Rpl10-ps5	-0.00025573706168604995	-0.21045597385171222
Gm26737	-0.0002558289357179017	-0.21800344542689462
Gm46194	-0.0002558535839441309	-0.26479291697830776
Gm7935	-0.00025594957324381336	-0.2785649638782283
Gm3470	-0.0002559986266854676	-0.2304618447998245
Ppp4r4	-0.00025607594105834955	-0.23938052782987518
Hspa14	-0.0002560845917959429	-0.28500761040620626
Alx3	-0.00025621035196687425	-0.029509563077589514
Gm21817	-0.00025630427761936446	-0.20341367427504983
Gm42648	-0.0002564433257935074	-0.24623348011818388
Themis2	-0.0002564544152386487	-0.12164226348107188
Gm13844	-0.00025649512191302354	-0.17390715165530535
Gm17597	-0.000256538416262766	-0.19480449220669266
Gm47061	-0.00025658646093067796	-0.26544085904126
Gm26740	-0.00025668524456381477	-0.21805962443977345
Gm25965	-0.00025671805867476705	-0.21375930863891496
Gm35405	-0.00025688660200759813	-0.23123981648263978
Oca2	-0.00025690294124036293	-0.2630939152590045
Gm49503	-0.0002569067732450467	-0.2731484610645836
Ticam2	-0.0002569248985565303	-0.12017261687491221
Rps6-ps3	-0.00025692611572734176	-0.20304915246467237
Gm26790	-0.00025694677841204026	-0.2188163668564632
Zfp85os	-0.00025696291748046596	-0.010620333672860527
AC110166.2	-0.0002569729923063892	-0.014830868829537991
Gm48958	-0.0002570100980733184	-0.27159420325933925
Gm26847	-0.000257010768685079	-0.219683447454863
Gm21284	-0.0002570334241419135	-0.20292423263351153
Fam213a	-0.0002570677916757329	-0.13046000459862594
Cdo1	-0.00025707906088656425	-0.07141579711026833
Gm5847	-0.0002570996038509116	-0.27501939280669796
9430018G01Rik	-0.0002571100762552934	-0.010861671307563804
Taf5	-0.00025719880259408276	-0.13459310932061985
Arhgap28	-0.0002572102608567141	-0.03612552556491832
Rbm3os	-0.0002572674171089097	-0.22162191789490016
Ccdc8	-0.0002573739199592524	-0.06525877428331386
Bbs9	-0.0002573814736221238	-0.048868896616054536
Gm16159	-0.0002574475098228078	-0.1884849671871273
Prr5l	-0.00025758578138979044	-0.2352694025250741
Spaca5	-0.0002576308760259762	-0.15570892597784736
Gm5763	-0.0002577235716208842	-0.2747971743860159
Atp2a1	-0.00025782147260988236	-0.04205887119923436
Dcst2	-0.00025788761119365015	-0.09890417597154778
Taco1os	-0.00025793402528278436	-0.13552034045905548
Ube2g1	-0.00025796178009282293	-0.07467844818624769
mt-Ty	-0.00025808594510362055	0.00016059545036695155
Calml4	-0.0002582906853995586	-0.05899563650713768
1110012L19Rik	-0.0002583611281514666	0.0002366928254243228
Eme2	-0.0002583653159635663	-0.1201787798886608
Trp53cor1	-0.00025848062103615203	-0.0889369510706326
Gm38811	-0.0002585752099201676	-0.24283748232492838
Gsap	-0.0002586166108982924	-0.2825996900417096
Kmo	-0.0002586842080579351	-0.2850416473087212
Gm45694	-0.0002587032292038031	-0.2635767193714186
Gm9816	-0.0002587077674270495	-0.28039986901662184
Snord89	-0.00025874753738531516	-0.16060756798783038
Gm44226	-0.0002588585127695971	-0.2571635006370043
Gm26625	-0.00025895534876773805	-0.2167626290989714
Mid1	-0.0002590719288392146	-0.28013520844672707
Gm17149	-0.00025914443281663306	-0.1930882922394373
Gm14453	-0.00025918258155129735	-0.17782907217026397
Gm37105	-0.0002594348669779553	-0.23397901813322325
Nsun7	-0.00025949722344204256	-0.2652530585338827
Fbxl2	-0.0002595319382886416	-0.13394396518346716
Slit3	-0.00025965189215048225	-0.1683131804369612
Gm14167	-0.00025978411810927653	-0.1756639499493576
Abhd14a	-0.0002598140079113382	-0.019903836223215288
Ccdc88b	-0.0002599033337127941	-0.06552938949145887
Rpl9-ps7	-0.00025991197132727804	-0.20618093522088654
Gm30238	-0.00025993910887893803	-0.22685693402900553
Htr2b	-0.00026000951268567685	-0.2850801518271311
Car15	-0.00026001000216728607	-0.06042925585394118
Gm47963	-0.00026008939925155724	-0.2684799368252284
Gm4876	-0.00026011769039906195	-0.2708841102577335
Gm37420	-0.00026014966962234286	-0.23616083452057693
Ccdc192	-0.0002603014894787798	-0.06431230834420018
Plekhb1	-0.00026042507702709466	-0.2470655468328024
Nos3	-0.0002604348927938971	-0.2673157966664305
4921504A21Rik	-0.0002605625624560826	-0.004088836995304455
Tmem191c	-0.0002606933261335475	-0.11071427830649727
Gm42997	-0.0002607354853968152	-0.24888014804234548
A830005F24Rik	-0.0002607717786289441	-0.013571899094939
Dnajc1	-0.0002609709254738729	-0.10669397380074158
Gm37116	-0.00026098724697104373	-0.2340583689735116
Zfp677	-0.0002610651554821424	-0.01555756555734411
Gm15492	-0.0002611273698287598	-0.18188599261540547
AC161607.1	-0.0002611438430204803	-0.016999693002558436
Ugt1a6a	-0.00026123494184823097	-0.06973554777603586
9930017N22Rik	-0.0002612450491243507	-0.011752985226579284
Pcdhb19	-0.00026125960701747433	-0.25750196383623686
Gm10277	-0.0002612599176262054	-0.15313582760586236
Casp4	-0.0002612707707926559	-0.06133672234657317
Wnk2	-0.00026127229656584155	-0.04662285463174931
Gm24993	-0.00026128158386286553	-0.21122120404325245
Capn11	-0.0002612980057058355	-0.05992392118726536
8030462N17Rik	-0.0002613652583845572	-0.009807329769747172
Gm43682	-0.0002613677518123749	-0.25385694954453725
Olfr544	-0.0002615014877313872	-0.26211563295273654
Gm33973	-0.0002615655204663482	-0.22995061084676835
Gm10175	-0.00026167196642657293	-0.15224896643957894
Gm48357	-0.0002616778318355243	-0.2697616046182254
Gm45084	-0.00026182064511537313	-0.26078356230642974
Gm16104	-0.00026188164354725335	-0.18801620225242835
Socs2	-0.0002619078580474683	-0.1577544515303807
Cyth1	-0.0002619500155176296	-0.09470797238079094
Tbc1d22bos	-0.0002620492539301985	-0.1316960089886361
Rgn	-0.0002621684959796649	-0.21772241675128
Gm10184	-0.00026218340656582444	-0.15239680479240783
Gm38042	-0.00026223532174170466	-0.24022676120610428
Coprs	-0.0002622467873513989	-0.08491087876949961
4930517E14Rik	-0.0002622862146831997	-0.005545523195934678
Plcd3	-0.0002623359301982647	-0.2477557699609912
Gm13650	-0.00026237904831826213	-0.17273697163690355
Gm47526	-0.000262384724738904	-0.2669972744435227
Tbx10	-0.0002625609108163709	-0.1300958450021693
Slc6a20b	-0.00026256440115976645	-0.17030117618302965
Gm16045	-0.00026256971787307575	-0.18745822781602736
Mitf	-0.00026260275512457357	-0.27842885352560176
Gm16059	-0.0002626350430962649	-0.18754638933000473
D530018E20Rik	-0.0002627486460769492	-0.09595790541150806
Gm36423	-0.00026278330999326933	-0.23236091967304356
Abcg8	-0.0002629357854088146	-0.01974583636207098
5430400D12Rik	-0.00026303967641342507	-0.00827168480187375
Clec2l	-0.0002630642491766439	-0.0796797156967988
Leo1	-0.00026308674184600877	-0.28457360395943687
Gm18666	-0.00026316016134973476	-0.19723484011803372
Gm38398	-0.0002633622332261078	-0.2425390163405313
Mettl14	-0.00026339374864006113	-0.28092824093540414
Gm12915	-0.00026342015162672414	-0.16780390514487745
Il17f	-0.00026347560454471897	-0.2853834280788688
Gm44623	-0.00026348534000425483	-0.2585297564225626
Dync1li2	-0.0002635229824663403	-0.11207396998268233
Gmip	-0.0002635704573480363	-0.2808572094664098
A230103J11Rik	-0.0002636106018052455	-0.0122029446443866
Gm11527	-0.0002636477468577843	-0.1593644360404649
Gm11874	-0.00026365405753624714	-0.16177379833393313
R3hdm2	-0.0002637553734634154	-0.22836298632828278
B230344G16Rik	-0.00026376053897785246	-0.04524652988092995
Gm47541	-0.0002638057651893336	-0.26706586000837307
Kdelr3	-0.0002638254990599128	-0.28535472619212354
Gm4540	-0.0002638293088753091	-0.26222643944780605
AC154766.4	-0.0002638380412292406	-0.016738049710295598
Gm45242	-0.00026385733057937794	-0.26160598324740364
Trpv4	-0.000263918725411857	-0.08761220445660844
Grk1	-0.0002639830095089986	-0.2825045867623158
Ing4	-0.0002640536484632565	-0.2854510016360313
Gm44280	-0.0002640567140853224	-0.25745617310513913
Hpdl	-0.00026407520130299414	-0.28485091752657177
Gm26180	-0.00026410717436337267	-0.2142984781905828
Gm12184	-0.00026410769251324805	-0.16338498041370353
1810012K16Rik	-0.0002641374733833592	-0.0009700470351097536
Cr2	-0.0002641375853950827	-0.08759581933721608
Prox2os	-0.00026420725453817285	-0.23622034406639592
Adcy5	-0.00026422235688064796	-0.02402022551916233
Gm44424	-0.00026424463754628666	-0.25795423710647336
Efcab12	-0.00026434217765018713	-0.11560816772004817
Gbp4	-0.00026444332303624993	-0.14641112425988398
Gm44274	-0.00026447884001181955	-0.25741448211940504
Gm10033	-0.00026465129716144836	-0.15095269672502803
Gm12364	-0.00026469036712759605	-0.1650556424811668
Cd109	-0.0002648067046673266	-0.06742653860683112
Gm13420	-0.00026487774557926635	-0.1710988511467291
Naprt	-0.0002649827143100991	-0.2724785655834502
Gm44697	-0.0002650362370585592	-0.2589790005891049
Thpo	-0.0002651569988932649	-0.12110180964418282
