GeneName	CD-coefficient	Significance
Gm28438	0.00920908558248192	0.5053204805051665
Gm44389	0.00918515685162972	0.4930485993263947
Rpl28	0.00910940450509767	0.20549535252331785
Neb	0.009090916727979122	0.32164653507991725
Rps5	0.008978120132855625	0.19381456694340415
Gm9843	0.008919279923947709	0.4468305753881451
Gm4149	0.00891140784865546	0.4974543902630205
Rpl17-ps5	0.00884868993978741	0.20818781657452956
Rps16	0.008759011538408319	0.19699341730591768
Rps17	0.0086406925015356	0.19687353413583886
Rpsa	0.008635930968775227	0.19255463255004468
Xist	0.008546453697573212	0.03538898802634671
Rps11	0.008521284613124517	0.1993309971232341
Rpl23	0.008516275466909903	0.20639283566841593
Stk10	0.008444632908409782	0.1275157013318502
Rpl31-ps8	0.008422531710377809	0.2038802321496035
Ppp1ccb	0.008329449117346621	0.25985572735929796
Foxred2	0.008171912396919789	0.5201953129539383
Bcl2	0.008040024144312895	0.3095196613459362
Pla2g7	0.008037707955593347	0.27240508734585966
Abhd15	0.007990635039952782	0.1299025407479171
Gm28911	0.007967293831442651	0.5048832030242127
mt-Nd3	0.007896847615990767	0.0013206582442025772
Man2a2	0.007860893219219463	0.37345385042692336
Ackr1	0.007813424382484453	0.141749793148638
Rpl17-ps8	0.007803265573304781	0.20806814361994064
Dusp4	0.007788293795859407	0.4940832435206134
Ctsc	0.0077678462262105495	0.4597108244982526
Gm2000	0.00774299836821995	0.5123549544515362
Gm11361	0.007705739288190357	0.5235639767037914
Mvb12b	0.00756609795447815	0.33418689400412005
Samhd1	0.007557359951929586	0.18492622191633068
Npm1	0.007541838559964501	0.3119927384546457
Atp1a1	0.007537735208493323	0.2718281416897098
Tubb2b	0.007531065748933192	0.06580843450615914
Mapk14	0.007388564848925223	0.3709102646942768
Lrpap1	0.007350649755459013	0.380826172428674
Rps3	0.007277752771918275	0.19423459692567846
Rpsa-ps10	0.007251502703846293	0.19243464346350547
Tacc1	0.007165076061029766	0.11873656834477397
Itgb3	0.007144816229260025	0.4041576233503501
Rpl17-ps10	0.007109123246517939	0.20836733722230516
Gns	0.007087958179875176	0.44378623823275326
Ltb4r1	0.007064012815118372	0.37776518113133806
St3gal5	0.00690582113218736	0.13017870736614368
Ldha	0.006899326193211448	0.38743103482441865
Tmppe	0.006861969255933763	0.08805925346715782
Hnrnph3	0.006824361297463222	0.42174004656225406
Rapsn	0.0067406956922587405	0.23060097877900743
Rps3a2	0.006708450011125557	0.19411458126274472
Rplp0	0.006654200017464	0.20052900256701744
Rpl35	0.006631911697964018	0.20340155124353332
Rpl31-ps9	0.0066238994376975014	0.2038203988960422
Rpl37	0.006614285954865779	0.2023844744584269
Wipf1	0.006558509608094809	0.036965108441477934
Tollip	0.006534079969909192	0.0844807848142507
Mlph	0.006362079042551691	0.3494085151166473
Hvcn1	0.0063590283714186815	0.4177256461705656
Klf13	0.006350657066936596	0.3944404613447877
Prdx6	0.006331811620366401	0.2546945228855654
Fau	0.006314828850475864	0.5165128340016295
Pik3ip1	0.006300921147501046	0.2758339307148763
Creg1	0.006297280854362648	0.45187194006093745
Gm14633	0.006279891149583694	0.5197136687837782
Cd59a	0.006278817390861667	0.3906195038736267
Rpl9	0.00624710766760495	0.20076847225345917
Per1	0.006246782360062589	0.2848807482459077
Rpl26	0.00623838492303423	0.20597398988367177
Tspan13	0.006221434437983008	0.07055881968624877
Gm13192	0.006210060810968324	0.5223822700019768
Rps18	0.006175219816383828	0.19675363726669948
Rps6-ps4	0.0061631588773983035	0.19351454857588513
Rps27a-ps2	0.006152077787905503	0.19453457910278282
Gm8430	0.006106730118519589	0.4564748899379629
Grap2	0.006101146832936177	0.4394290966124011
Rps16-ps2	0.006062778403670746	0.19693347926698457
Ssr4	0.006056930468691537	0.13078402384744148
Havcr2	0.006046954476717546	0.4313650295888552
Gm10260	0.005987574569047156	0.523297055080345
Rps27a	0.005980097699458892	0.19465456930063763
Rps3a3	0.00596115386565528	0.19405457481750565
Gm17241	0.00592622881252758	0.5149023236916591
Abhd2	0.00592546772309005	0.13132595314919343
Rpl18a	0.005867765188079566	0.2077689799262944
Cadm3	0.0057787776048169115	0.34722489358600006
Trim58	0.005757787306541159	0.07548953092210575
Klf9	0.005735423060138365	0.39402106963204686
Rpl10-ps5	0.005729682528581469	0.20968384034605514
Drap1	0.005714752159190313	0.49181732412796914
Gm3379	0.0057016138309157515	0.5024634361352045
Sec11a	0.005690153385249853	0.17927654514691782
Pfkfb3	0.005674887132246092	0.2830862314075445
Stk17b	0.005672479563528892	0.12727357749762946
Btf3	0.005669160982890482	0.3334313333479172
Aqp8	0.005648041574824835	0.2280038272561375
Rpl38-ps2	0.005608445240601024	0.20208532446559724
Mob3c	0.005600259138161667	0.3479730715316821
Map3k6	0.00558236840684665	0.37161446145920063
Rpl10-ps3	0.005547850832731727	0.2097436598484811
Treml2	0.005432797663683282	0.07773897157939191
Lyn	0.005387451542371057	0.37663561628395636
Stx3	0.005381781786538128	0.12479147472448993
Comt	0.005341432193906809	0.44164033086152643
Crtap	0.0053170638010996175	0.4534096571196523
Smarca1	0.005315053578515601	0.15235334926613342
Gm12013	0.005270291916903134	0.5235463808743183
Gm10275	0.005220793803261928	0.5233173380655336
Cdkn1a	0.005188545960104371	0.40189593024685555
Hdc	0.00517098228432079	0.430338684611556
Gm9616	0.005157549336793887	0.4486883973472829
Rps25	0.005132783060814722	0.19495444631335535
Clnk	0.005126175239642768	0.4306164671237016
Enah	0.005111983654247095	0.5062699277819034
Tmem154	0.005109460653205488	0.09593550149139851
Gm6977	0.005106955661311153	0.46672876361546617
Laptm5	0.005086881910298698	0.38901815146505025
Kit	0.005073721717278379	0.3948070908242477
Sord	0.005017943626714289	0.13997538005577825
Ywhah	0.004996170719681597	0.03097646117558983
Cyb5b	0.004984057289633502	0.4633044336678913
Gm11942	0.00497047473565805	0.5235748174301937
Gm13408	0.0049577716045272405	0.5219233182923978
Scd2	0.00492452854618522	0.18186137935348623
Rplp2	0.004899571521734807	0.20034940112305122
Gm10076	0.004893718733067015	0.5230816258568743
Gm8172	0.004888562116190751	0.4583411074361276
Rpl3	0.004874238398264804	0.20519624042365914
Rpl38	0.0048699375003735355	0.20220498842926438
Jcad	0.004865257042901689	0.40234963154000813
Gm6863	0.004855880955321818	0.4671514212989205
Rpl10-ps6	0.004804853753141587	0.20962401913578532
Cd93	0.004779822025367568	0.3922463059135829
Rpl9-ps7	0.00477958346858078	0.20058886731423642
Mettl7a1	0.0047671078756438175	0.36094819997902605
Gm15501	0.0047513614933316645	0.5186343772160306
Uqcrh	0.004733955089506871	0.05278993566491419
Gm43587	0.004726283009030017	0.49466239720020705
Rgs1	0.004715215187012374	0.2206119334764055
Gm7079	0.004690028478569265	0.4661358582084196
Rps7	0.004689704117928633	0.19297456793453482
Hs3st1	0.004669896903801844	0.41993853933729075
Il2ra	0.00465259662882721	0.4117998672886447
Smox	0.004643489132043184	0.14921673292102045
Gm10269	0.004633410846142307	0.5233092831735586
Ptgds	0.004588884536064736	0.2445623362712508
Rpl36-ps12	0.004575818069723091	0.2028630552619054
Gm10263	0.004567271412513956	0.5233011384582639
Batf	0.004559200743609066	0.3043608473074424
Hsp90ab1	0.004510028653149245	0.4190346082425802
Cyth3	0.004496363927393956	0.4661798998191359
Patl2	0.004472700780925514	0.2925633168769197
Gm28439	0.004452465480559717	0.5052932704345829
Cd63	0.004431486144189144	0.3908909687660922
Rps13-ps1	0.0044233651777037235	0.19777260938728936
Acer2	0.004414784082980904	0.14106309930392824
Gm15516	0.004406387292118446	0.5185846156044416
Gm15772	0.004390658532687312	0.5178432291829232
Gm2387	0.004382381588657886	0.5092678877226888
Gm2225	0.004353179597289803	0.5103001012749278
Rcn1	0.004313988402764554	0.22483897074161285
Il10ra	0.004290523645947773	0.41297131131747244
Ptma	0.004282241277540422	0.24379477462593757
Tph1	0.004282222181190509	0.08211229336243442
Cerk	0.004268036892704131	0.4126598718583939
Rpl9-ps6	0.004231087599130039	0.20064873465256128
Galnt7	0.004227438205865016	0.5216257199361787
Nrgn	0.004215530269466655	0.31022483761430053
Gm5805	0.004173936070776859	0.4764036672585662
Rpl37rt	0.004160454560362222	0.20226481850333544
Napsa	0.004158156263844508	0.32846444332300806
Rps18-ps3	0.004096268253400528	0.19663370601867447
Dusp1	0.004083849762437595	0.49347463372100897
Rps8	0.004075890674615303	0.19285459651156056
Cd69	0.004057765724399671	0.3912976790286673
Carmil1	0.0040542967857091754	0.3567831514470846
Aff4	0.004045813938920813	0.16695109275992545
Eif4b	0.004012844559141834	0.5030339035800414
Gm4294	0.003976719012857208	0.4962350906925766
Birc3	0.00393476488561896	0.3169961928946151
Rpl3-ps1	0.003928045927721436	0.20513642248666342
Sytl3	0.0039268480586370745	0.1191606346285421
Ldhd	0.003924814173509558	0.38721923467612307
Aacs	0.003912285199323895	0.11854911732864978
Spink2	0.00389508234131888	0.1366519948776841
Nfkb1	0.003893705059437495	0.31881722997240836
Rps26-ps1	0.0038927680213255134	0.1947745312110566
Rpl17	0.003864915341278646	0.2084870263996481
Taldo1	0.003863745383756202	0.11679782163823982
Tbxas1	0.00385517263736311	0.1121388060306846
Dennd4c	0.0038476131120260535	0.4786369934452488
Gm10036	0.0038434574816827724	0.5230115438822829
Cdc37l1	0.0038351897038679857	0.39465784943071086
Ndufa6	0.003827722674487915	0.3239609108426623
Hmga1	0.003807941901374004	0.4237847136620567
Gm48690	0.0038034005099605397	0.484597704652137
Rps26	0.003774308401153034	0.19483450740461916
Gm13226	0.0037637240953645045	0.5222820829194808
Ak2	0.0037491368546821204	0.1780015700804196
Kctd20	0.003745502082132673	0.39856443567518296
Slc41a3	0.0037404529202716545	0.15645165066321598
Gab2	0.003715591605112071	0.5212424681567378
Cox6b1	0.0037125060337561437	0.4469626432126084
Chsy1	0.003678714797469203	0.4223324489231042
Rpl15	0.003673832927189183	0.20878624355506092
Gm18537	0.003662472175318559	0.5135190913734136
Tnfaip3	0.0036533204995017154	0.08714908092263263
Fam129b	0.0036425456390183045	0.5133975175408285
Nucb2	0.0036411289002725596	0.30742764914821075
Rpl6l	0.0036368866758361247	0.20154670926439044
Mir23b	0.0036358607723477984	0.35535675144716794
Bri3	0.0036167108350182117	0.3284649957310045
Gm5451	0.0036139280634524163	0.47979544038609173
Gm10335	0.0036056717238366833	0.5233623871205293
Rpl10-ps1	0.0035876187042944816	0.20986331073059383
Gm4617	0.0035830587904026527	0.4893436822673221
Rack1	0.0035829194915201075	0.23397932975707525
Sesn1	0.003578049772927615	0.17343971006629766
Dtnbp1	0.003559263038817043	0.49268506303461496
Rab4a	0.0035574954342102953	0.23581581710639887
Dstn	0.0035435825147774997	0.4923982069745335
Psma6	0.0035270936427565544	0.24816157657731663
Rpl35a-ps6	0.003513483756865948	0.20304253393782845
Ap1s1	0.003457675636788496	0.21515257369385665
Rpsa-ps2	0.0034495894489879326	0.19225467201489044
Naga	0.0034494835447336954	0.329588410650826
Sla	0.0034176275353868563	0.16542969216929415
Gm7392	0.0034159762906001588	0.4637033032647098
Znrf1	0.0034032451052015355	0.004176422542278568
Rpl31-ps11	0.003378657335885331	0.20441868574741273
Gm14323	0.0033705589248145566	0.5201922992789199
Rpl39	0.003331593535402785	0.2020254933698329
Flcn	0.0033288515456743363	0.5192857122043165
Gm37108	0.0033246919619931933	0.5008461765780536
Gm7536	0.003312005280652208	0.4627562805611676
Eif3h	0.003304253763419174	0.5023909431735478
Znrd1	0.0032738039849226266	0.004300330161043031
Ahcy	0.0032425734554804523	0.17357631732108403
Slc25a3	0.003234775912610373	0.16217697859061064
Jdp2	0.0032344303929363605	0.40229790943557
Grina	0.003230674343871107	0.4389996088924004
Uqcr10	0.003229748007155991	0.05315780572678208
Rpl35a-ps3	0.0032182787791188183	0.20322203851100773
Fn3k	0.0032076185665667434	0.5195957500019166
Gm10362	0.0031993165908632253	0.5233870267941514
Tob1	0.003194040794968601	0.08472350626845404
Gm15427	0.0031886610613791073	0.5189468712512848
Gm12338	0.003188511603496901	0.5233783081625976
Rpl35a-ps4	0.003175990532397989	0.2031622045164273
Lrp5	0.003164376701167338	0.3809869097059966
Vipr2	0.0031603653110340974	0.04555957408021594
Rps6ka2	0.0031466473978239554	0.1933945323188998
Rpl11	0.0031365350555167615	0.20938469144749716
Rps9	0.003132140179165457	0.19261462962695353
Pex13	0.003116120921706093	0.2841863393943931
Esyt2	0.0031018034970624825	0.5100326489073922
Gm20658	0.0030974561808034345	0.5112595825187636
Rpl36-ps2	0.00309711607874003	0.2028032306807398
Rpl34-ps1	0.0030821609097962774	0.20352121828762137
Hspa4	0.0030410659312969423	0.4187830735900563
Rbm17	0.0030252816525746023	0.2281090761156931
Gdf15	0.003025092750344667	0.5223134830847801
Pcbp2	0.003013147082196322	0.29164079596431147
Lrp4	0.0029979903365278887	0.38104048227198695
Rpl39-ps	0.0029714804348904464	0.20196566262576476
Cracr2a	0.002968719761021244	0.45041092120807646
Lrp8	0.002967736741851273	0.3808797521129428
Gm11353	0.0029650534607696634	0.5235626127133122
Fn3krp	0.0029575589419056055	0.5196138920341606
Prkcd	0.002936471449290604	0.2531663144125772
Gm10169	0.0029328259473444815	0.5231845776084929
Pttg1ip	0.0029110605232557925	0.2416099237654875
P4ha1	0.0029054684412495035	0.2965924703485787
Gm7331	0.002900587452387202	0.4643459670497044
Npc2	0.002899184787059054	0.31256282277028913
Rpl5	0.0028950783974905723	0.20178614054198374
Rps19	0.0028892206913729308	0.1965737427081523
L1cam	0.0028884679426394748	0.3903909339064685
Cox4i1	0.002877552559397253	0.446457735929243
Rbl2	0.002876628882011355	0.22858399247721872
Rpl31-ps13	0.002876056557119579	0.2043588535984756
Gpr176	0.0028702055698838565	0.44071514463437506
Hdac6	0.0028641747090277763	0.43048544591552323
Ahsg	0.0028632029046685528	0.17568650661032215
Gm8623	0.002860695649908886	0.45499628515640284
Slc6a6	0.002855474443045248	0.15524603830618067
Eif3c	0.0028515130780218927	0.5021563911726972
Amd1	0.0028402811132000045	0.19475557911158617
Pip4k2a	0.002833350099029933	0.27478819018352063
Hectd1	0.002828230189789909	0.42955525526375327
Mat2a	0.002822274754104391	0.36884855237840064
Rpl27a	0.0028210898608897936	0.20567483787526475
Calcb	0.0028168520096789754	0.3478629410891359
Nudt9	0.002810864412067008	0.3059417994679777
Rpl9-ps4	0.002805306768397261	0.20070860281830594
Gm7600	0.0027910557429604715	0.46219452940205846
Gm4737	0.002782829283960702	0.48793779932454867
Gm14438	0.0027823036931501426	0.5199490423847524
Gm46209	0.002754329425377363	0.4892361776492341
Gm6136	0.0027540396886994814	0.472808282994829
Rpl19	0.0027232279354983614	0.20764933232984328
Gm10180	0.0027171331863215017	0.523207299690028
Gpi1	0.002714638489525684	0.44166369308185655
Lgals3bp	0.0027140305106522432	0.3861066025948636
Sh3kbp1	0.002712583710992639	0.16904374115390453
Gm12034	0.0027113926398770693	0.5235377008489284
Bzw1	0.0027063851943022687	0.33632603570598174
Fgl2	0.002704328295712862	0.5186750668438518
Hsd17b11	0.0027034804827776194	0.41958735119855817
Mir7007	0.0027012156183603996	0.35271508808938556
Cox6a1	0.0026991007979226154	0.44676067570294276
Pebp1	0.0026947542257424206	0.28557514621335
Lpgat1	0.0026904124366425902	0.38205725243195554
Gm5586	0.002686264998318433	0.4778338180248334
2010111I01Rik	0.0026844861519995985	0.034813425211212105
Lrmp	0.0026812724234678686	0.38125471960842716
Pitrm1	0.00267184149077418	0.27368415823758496
Gm14586	0.002671715847340065	0.5197286143488618
Gm10243	0.002660691155438359	0.5232679286680968
Dhcr24	0.0026491986407324104	0.48080271837225386
Rps10	0.0026448398586624918	0.19951072151464055
Fgd2	0.0026376578288894487	0.5184531002534418
Cnot6l	0.002617121952134442	0.4361581562857357
Epb41l4aos	0.0026147976426269264	0.5076160272980373
Tespa1	0.002607202258089385	0.10796078439893775
Gm13392	0.00260504059590588	0.5219540431003596
Was	0.002600733442583638	0.04176983817399027
Gm20430	0.0025867097753662738	0.5118239041990613
Kdm6a	0.002584881237498636	0.3973668779858456
Noc2l	0.0025834112248450556	0.31455683688749636
Plpp5	0.00257124684597784	0.2693198010377048
Gm20568	0.0025562363850332726	0.5115428519253703
Eif3f	0.002548434654936486	0.5022972292732693
Npm3	0.0025341579679971464	0.3118787064710097
mt-Nd6	0.0025265712244105665	0.001076490606087832
Gm9800	0.0025128124267083433	0.4473427033225896
mt-Tm	0.0025128077252548945	0.0005169742154124135
Hspa8	0.0025088410072602765	0.4186320787496045
Imp3	0.002497792141351821	0.4108814718162134
Ckap4	0.0024973660401653394	0.42584268464487623
Gm3531	0.0024962757561735635	0.5019422310192063
Syngr1	0.002490133705280503	0.12012987279865639
Rps13	0.0024824081500102314	0.19783254218634871
Relt	0.002475630941833616	0.22317283649179975
Adamtsl4	0.002470852022653401	0.15647703510828587
Rpl24	0.0024664650130757308	0.20603381962731737
Alox5ap	0.0024635401363003536	0.1922851396945629
Gsto1	0.0024603093529636734	0.43737167194519505
Gnptg	0.002447037232195758	0.4438802404678206
Chn2	0.002437920744111575	0.42059647023683655
Ptgs1	0.0024303510742632994	0.24397190704744431
Gm15710	0.002429841192901987	0.5180551157947622
Gm16409	0.0024210378874148855	0.5160514219346526
Ndufb10	0.0024204731634158774	0.3231148055368479
Arl5a	0.002418127885968228	0.24626891973703713
Acap2	0.0024035387787201793	0.13856253975433114
Rps19-ps4	0.002391548649495443	0.196213880555545
Gpr65	0.0023747159486749415	0.4403347246560959
Rpl37a	0.0023728269062397857	0.202324650180003
Dusp23	0.002370905690632561	0.4939182469623836
Serpina3g	0.0023680001596721486	0.1742824121093085
Gm10288	0.0023588464900064763	0.5233289706864641
Gm4705	0.0023535034489811815	0.48880451903291783
Rps19-ps2	0.0023496532851120266	0.1963338365866515
Gba	0.0023477229296324786	0.5219841228613885
Rpl30	0.0023471843896777935	0.2050167989021272
Pdzd4	0.00233952542620547	0.28598008650204165
Rps13-ps4	0.002331263089522427	0.1976527455468451
Slc25a25	0.0023240847711472144	0.1624781812929238
Idh3b	0.0023231318137007704	0.41621273758345223
Lif	0.0023120547733939453	0.3856288129599972
Gm10073	0.002310488358632319	0.5230664150255919
Gm6652	0.002307848463532375	0.4684992052633645
Gm7299	0.0023071003214544723	0.4646451456857985
Eef1b2	0.0023021154962818316	0.49901909909104314
Gm8451	0.002280646209851873	0.45638559330080325
Rps8-ps2	0.002272353857322437	0.19273461743216913
Slc2a8	0.0022669812615381956	0.16000758903658763
Kif2a	0.0022664156759927994	0.39569667968418387
Rgs13	0.002264601739888016	0.2204331318429249
Snx5	0.0022642459225161067	0.14112345194490483
Ctsf	0.0022581221924409403	0.4599788371565577
Eif3b	0.002257075352577966	0.5021095124574453
Rpl19-ps1	0.002254593645771237	0.20758950740941873
Rpl15-ps2	0.0022528706759580683	0.2086665529329721
Mif	0.0022517619027150756	0.3572245011081898
Gm13680	0.002251668985628899	0.5213404041479752
Hspe1	0.002244369066280542	0.41822939598923026
Rps24	0.0022381818611657703	0.19507439045727293
Rps19-ps1	0.0022287888629176997	0.19651376262205422
Hcst	0.00222807235785668	0.4308766349653943
Gm9625	0.0022257301764743664	0.4485956693394764
Eif4a2	0.002225536954128782	0.5029425342391869
Zcchc10	0.0022182875267855026	0.026927313265762143
Stmn1	0.0022162912528250573	0.12630495955198495
Slc25a5	0.0022121024624888867	0.16115255245584337
Laptm4a	0.0022109631307231873	0.3890709991593946
4930481A15Rik	0.002209171027140663	0.06424354663054783
Gm3511	0.0022073482423820333	0.5020297058856246
Gm15464	0.0021982613182444754	0.5187995049760847
Gm13827	0.0021977242287781204	0.5211012059936083
Eif4a1	0.002196856738604495	0.5028967965768059
Rpl35a	0.0021967327013116002	0.20334170953501596
Ranbp1	0.0021934797966819976	0.23184587286290648
Ndufb4c	0.002191050387536099	0.3228326043784031
Gm10020	0.0021894245738516183	0.5229938580377652
Gm11878	0.0021861410645761755	0.5235802557441585
Rpl12	0.0021843142656588124	0.2093248458113981
Ktn1	0.0021763552656859355	0.39060188519751904
Slc6a8	0.002171350378843278	0.15518578030486663
Rpl18-ps1	0.0021655174644577614	0.20788864452053324
Gm4963	0.002155530781893244	0.4821099931477117
Mlxip	0.0021481775982283265	0.3492429507872079
Card19	0.002145135638219235	0.3558689808007985
Rpl31-ps14	0.002142865851492575	0.20429902808983857
Ndrg1	0.002131091025051379	0.32480662594951026
Gm6472	0.002130197414962021	0.46979608271669426
Ddx28	0.002128201155242649	0.4758379141972265
Gm18348	0.002124434662017446	0.5135848774718252
Gm7206	0.002123549380656763	0.46541299543735076
Eif3m	0.002121617724518995	0.5026679221124121
Metrnl	0.0021210090367527546	0.36204101491630925
Cox7a2l	0.0021178091823505912	0.44756190976859733
Rpn2	0.002110394140069497	0.2002296002004177
Gm13436	0.0020993910735936723	0.5218196790151158
Gm15459	0.0020848586176145196	0.518815953448815
Cobl	0.0020839587757661483	0.43860321324190654
Cntrl	0.0020831894677026596	0.4377572811489335
Gm7476	0.002072857016803506	0.4631013906274644
Rpl31-ps10	0.0020702272213314944	0.20447850985177207
Trim25	0.0020652631568350054	0.0768275408785406
Gm10136	0.002062330276840501	0.523139180687382
Elovl5	0.0020582581348599777	0.504857518780613
Gm10154	0.002056256958500782	0.5231574338114229
Klf10	0.002055264460288787	0.39454523455849355
Atp5l2-ps	0.0020537706585127703	0.27693658350956457
Gm19246	0.002053219767260696	0.5128531572185617
Ndufb4	0.0020309619297310478	0.32288905391290434
Rps15a-ps6	0.002029673727151005	0.19711329710757708
Dnaja4	0.0020241512831532522	0.48584287780119517
Rps19-ps6	0.0020233503373751254	0.19609392304907003
Nek9	0.0020194225678652742	0.32062865346317193
Os9	0.002016957152701335	0.2996381845438847
Gm11263	0.0020132678128352223	0.5235514898901437
Sec31a	0.0020084069654218778	0.17837468036885795
Rps19-ps3	0.002006134954458451	0.19627385792614027
Rnh1	0.002003913350952721	0.21177764907715113
Cox7c	0.002003359105659548	0.4477593967389406
Hmgxb3	0.0020004881088972193	0.4226385873948637
Irgm1	0.0019998876159738593	0.4058585419620466
Pcyt1a	0.0019881060955802563	0.2893319476089665
Rabac1	0.0019806566477139414	0.2349865598416162
Hprt	0.001978754978946402	0.42048983899686465
Gm5453	0.0019752915823117918	0.47971760264493285
Rpl17-ps9	0.001971472490291131	0.2080083080097913
Gm9493	0.001968696659641741	0.4492906502728667
