GeneName	CD-coefficient	Significance
Rbm33	0.0001897674765152564	0.22745563900186316
Homer3	0.0001896968990603373	0.42119023222257035
Tsen2	0.00018955987066396573	0.0712292293290615
Gm4995	0.00018941928538481834	0.48184191137236165
Rpl31-ps6	0.00018936030050023008	0.20394006838301737
Focad	0.000189314442578188	0.5198295938758608
Nprl3	0.00018926773501202565	0.31165061787086756
Mphosph8	0.00018907212467288376	0.34637137819316
Gm47750	0.00018896779272844344	0.4870650599526565
Gm15719	0.0001889345127990484	0.5180375100322923
Bambi-ps1	0.0001889128620872335	0.3033045351338216
Cdyl2	0.00018890911338581326	0.40416626485537904
Gm16053	0.00018872997049702744	0.5169699111717301
Scaf4	0.00018870648807072012	0.1828229653588721
AA413626	0.0001886628154245844	0.10504409821011568
Strap	0.00018858193357705556	0.12576018149165846
Idnk	0.00018848263486434137	0.4160612908196578
Gm5587	0.00018844704547024634	0.4777942753417609
5033417F24Rik	0.00018844658904518661	0.07474681479342465
Erv3	0.00018841485138107168	0.5096134574225899
H13	0.00018827351098736026	0.4344773391749258
Ctbp2	0.0001882665055294855	0.45753717718353737
Mrps31	0.0001882354435137046	0.3401594648788707
Ndufaf1	0.00018816100295067866	0.32362255520935446
Pfkfb2	0.00018813003738670566	0.28314415862426034
Tmc4	0.00018812333531160536	0.09913571775079144
Gm12922	0.0001880713688770227	0.5228024552974206
Tmem129	0.00018799826383151822	0.09690177733653982
4833417C18Rik	0.0001879602544535209	0.05890413545562702
M6pr-ps	0.00018795378657181905	0.37550503946674785
Asnsd1	0.0001879464558745661	0.260053190859897
Ndufaf7	0.00018793884586790235	0.32328407300677897
Mir6905	0.00018792831957235078	0.35420165975243534
Cox15	0.00018790856830954803	0.44585167123289915
Proser1	0.00018790806939033091	0.2516371717668645
LTO1	0.00018771124606287154	0.3901270896723289
Eif2b3	0.00018763502657675557	0.5016863220048117
Tbc1d15	0.00018749481683647573	0.11455798836673214
Apol7b	0.00018746123966833052	0.22499556905042922
Gm12435	0.0001874153321244603	0.5232789428225961
Aldoart1	0.00018735555396774418	0.18759142159547976
Timm9	0.000187325386609123	0.10221693129243226
Gm20775	0.00018729541379250032	0.5110458612013047
C230037L18Rik	0.0001872597659751694	0.3400232529336109
Psmd11	0.0001872456074476369	0.24692294945615234
Slc31a1	0.00018706761728539987	0.15952539919282038
Gm7748	0.00018701732052980676	0.4613279890820442
Gm42450	0.0001869937117635639	0.49710451178053056
Gm17690	0.00018676524268670778	0.514357769712924
1300002E11Rik	0.00018676466297016367	0.009545449898588423
Cdk3-ps	0.00018674757778090815	0.4002442097058346
Gm13694	0.00018637227799057272	0.521281496208442
Gm7936	0.00018636287515771035	0.45975331270956493
Ddx49	0.00018632033917853087	0.47663908388972076
1810062G17Rik	0.00018621391362055612	0.033545375171225016
Ddx18	0.0001861978428424297	0.4752498195810072
Rps19-ps9	0.00018611798355031408	0.1959739524853107
Adcy4	0.00018611102083198935	0.1582915654348227
Gm37449	0.00018610491455241801	0.49990923905135015
Atg2a	0.00018605350316821772	0.26647775868739776
Trmo	0.00018598695346615097	0.07451665559564957
Lrrc51	0.0001859674219397562	0.37980662283483213
Gm14928	0.00018589296762842628	0.5194227870118998
Bloc1s1	0.00018588502200325997	0.3184044137393926
Cnot9	0.00018584288861027507	0.4364802553001148
Drg2	0.00018584257323385576	0.49205022318872416
Gm10010	0.0001857000207968433	0.522976102115557
Rtf1	0.0001856637277943925	0.18907227429478346
Dusp10	0.00018564878994524686	0.4935302975354256
Ap4m1	0.00018560927062167908	0.2189755398089991
Gm39556	0.00018560920406328804	0.4978662307102921
Gm16363	0.00018553709242506854	0.5162272118459518
Gm44037	0.00018544583671298664	0.49382785305397603
Senp8	0.00018534856349986675	0.17572700762400306
Rrp1b	0.00018518715902620154	0.19063395215220957
Fam98b	0.0001851605785556258	0.5158851599298303
Gm12917	0.00018511171705309294	0.5228249231520923
Habp4	0.0001849622437483592	0.4325833063071264
Rars2	0.00018485493934961396	0.23030447629907125
Farp2	0.0001848105993149131	0.5162158838282561
Emc10	0.00018477552063436695	0.5053367717041816
Ppp1r7	0.00018444602143392015	0.2581573226728078
Vamp1	0.00018441500873928425	0.04794985699691323
Gm13378	0.000184371825951466	0.521974313738061
Naa25	0.0001843104628383745	0.33076763869306636
AU022252	0.00018429446531715622	0.11592305326951993
Mks1	0.00018412897188878322	0.3500704828117185
Gm7666	0.00018409715587070456	0.46180503273055845
Scnm1	0.00018394015485750782	0.1811403727171622
Rhobtb2	0.00018374113812748294	0.21912166569659397
Gm11652	0.00018368482958493025	0.5235991250758971
Taf3	0.00018367610822264677	0.11764584194666972
Gm17450	0.00018366966253356218	0.5146734616128186
Man2c1os	0.00018353335482482135	0.37323762194236276
Gm8444	0.0001834899733560067	0.4564302501632053
Carmil3	0.00018340859438565672	0.3570876170406583
Gfi1	0.00018337520844574046	0.5224511306310806
Bcl2l13	0.00018336791364778068	0.3102349482580258
Ndufc1	0.00018325413974560175	0.32249390390553456
Gm6542	0.00018308112330987233	0.4692954492134988
Tbc1d2b	0.00018278672874631714	0.1138924913549404
Cttn	0.0001827088361741575	0.4604249753448867
1700003F12Rik	0.00018267902905356645	0.014456256723688464
Eed	0.00018250476940374623	0.4987683718516456
Nol10	0.00018248567264390173	0.31427224885614824
Gm8989	0.00018242204992514625	0.4528237550578523
Arhgef11	0.00018231443862951714	0.23896379399419032
Amy1	0.00018226997153324582	0.1982309254354783
Rps2-ps4	0.00018217761514436996	0.1956140970797451
Gm45250	0.0001821575945374127	0.4911147570777373
Rbm48	0.0001821575119608817	0.2268614656583785
Rabl3	0.00018210294267968237	0.23433487316379475
Lias	0.0001820475770182461	0.3856819307771987
Creb3	0.00018190770384489754	0.4511921995293081
Gm12988	0.00018189335689349005	0.5227257093488975
Zfp966	0.0001817841841330416	0.00817971705182785
Glipr2	0.00018173855763941986	0.5228582186030621
Gm26881	0.0001816677670262301	0.5063682471520954
Cdiptos	0.00018166445539386663	0.3985753076098339
Coa7	0.00018165585940386225	0.43839183165039597
Zbtb17	0.00018154459910410203	0.029949727293213657
Fblim1	0.00018136668764423582	0.516610829444652
Cox11	0.0001813455754689036	0.44564914391345695
Gm37688	0.00018130348945141894	0.49957287535791134
Pcyox1l	0.00018128159979691926	0.28938970383852747
Gm45059	0.00018123828183662198	0.491498400532055
Gm16380	0.00018120231271213003	0.5161105442482811
Nrde2	0.0001811936655104413	0.3103389284571634
Tfb1m	0.00018113089841800828	0.10717450245056259
Slc16a1	0.00018109995668314546	0.1646465428731001
Pogk	0.00018106802179185412	0.26652040693936807
Arhgef12	0.00018106463406796349	0.2391600355936441
Gm6758	0.0001810521025852799	0.46778417450758747
Mocs2	0.00018091310737255973	0.34775213301782726
Olfr1032	0.00018078071245574735	0.3014174389292137
Utp18	0.00018068562742623763	0.048684837900259126
Gtf3c4	0.00018065706933885145	0.4359273531535621
Anapc1	0.00018064351550221866	0.1986339007513495
Mon1a	0.0001806269937699509	0.3475864282819162
Bnip3l-ps	0.00018054747207415053	0.32258214269844065
Zfp954	0.0001805374923891987	0.008600839441427865
Gm14038	0.000180526304769612	0.5207601661531205
Dnajc25	0.00018050632925885318	0.48735836205316446
1110008P14Rik	0.00018049405859446607	0.004601692017556593
Ak6	0.00018047653441598748	0.17842003534563197
Intu	0.00018043374820504965	0.4078110141575976
Gm36500	0.0001803913989316276	0.5013530728880384
Jagn1	0.00018038987653324026	0.4027115932211367
Pcgf2	0.00018036965452079013	0.29071749431448046
Fbn1	0.00018032084591630584	0.5166352607048987
Polr3f	0.00018001265436794038	0.2637161369374199
Gm45360	0.00017987988028552552	0.4908341679475591
Gm28836	0.00017986462542595038	0.5050478284958654
Pou6f1	0.00017982730919168324	0.26237151826215743
Lztfl1	0.00017979723970369536	0.3758283026829934
Gm44851	0.00017977257052681587	0.4919840672521767
Gpr155	0.0001797409749480251	0.4409526452431323
Paip2b	0.00017972161677105278	0.2952699594722378
Gm28424	0.00017955753147586842	0.5053749038037912
Rpl23a-ps1	0.00017949905569141376	0.20627315860216133
Slc29a2	0.0001794376778449543	0.16036912179477147
Gm14253	0.00017943232314260218	0.5204147004644148
Pex5	0.00017939473355623397	0.28372321466968764
Gm16794	0.00017937125037333185	0.5155339330420372
Rock2	0.00017933090597749691	0.211239400948797
Gm7390	0.00017909094283991096	0.46374621220125106
Slc35a2	0.00017904100184720344	0.15928429540931566
Gm13158	0.0001789619907561425	0.5224357518507288
Gm25604	0.00017890688754546139	0.5081111758002903
Cgnl1	0.00017875698418622012	0.4155330590985907
Cpsf1	0.00017846085078457216	0.4492358712283049
Gm18943	0.00017844868279928288	0.5130097163958923
Gm47484	0.00017844391925204075	0.48772023739391007
Gm7848	0.00017837734266679635	0.46071810465702323
Dph7	0.0001783427732887058	0.49081942920444166
Gm5939	0.00017832281926832656	0.4743140712277138
Gapdh-ps14	0.00017816881846645304	0.5217125189824836
Gm38832	0.00017816205844931615	0.4980236558295929
9430081H08Rik	0.00017815234461798616	0.09028745531770208
Actr5	0.00017813756307133606	0.1510188855160048
Gm11221	0.00017809481471173875	0.5235387513295586
Gm42627	0.0001780592868594827	0.49684855461894795
Gm4353	0.00017805304090293014	0.49476196221250407
Fxr1	0.00017803463349900202	0.5209269254523632
Imp4	0.00017801275186985692	0.4108304093514764
Gm37025	0.00017799638994561858	0.5009360231153064
Zfand2a	0.0001778356638586631	0.024812937916146915
Arhgap39	0.00017775350642330388	0.23699155501925845
Bap1	0.00017774986894982322	0.30383330272975934
Trmu	0.0001777368852925678	0.0733615156040266
Gm9544	0.00017757727126807378	0.4488274675035309
Cbfa2t2-ps1	0.00017755763350814897	0.36191518152633345
Dis3l	0.00017754570312345918	0.4836903814784427
Gm12000	0.00017754458505417375	0.5235522446139648
Siah1-ps2	0.00017754419766359008	0.1677786857892758
Gemin8	0.00017753490105676902	0.522414911469707
Rhbdd3	0.00017747648783616898	0.21977743948745643
6230400D17Rik	0.00017742318570441922	0.08077500985740488
1700109H08Rik	0.00017740140650462547	0.028581213398437912
Gm20219	0.00017727714399383876	0.5121259207519862
Ubxn7	0.0001772554095680062	0.056460319359046496
1700021F05Rik	0.00017717839459812065	0.022119691079802974
Plin2	0.0001771444017175671	0.2700768259314499
Abi2	0.0001771100551948772	0.13274339187872788
Mtfmt	0.000177081446417567	0.3370382440845996
Gm5873	0.00017706660837174778	0.4752421603026503
Aamdc	0.00017705255530497783	0.11949740420036384
Azin2	0.00017705126965034343	0.28893155016520733
Chml	0.00017701029001893263	0.41942879552705437
Sergef	0.0001769340058484163	0.17482411783159668
6430550D23Rik	0.00017679206575924614	0.08252136353859194
Gm10313	0.0001767440837195986	0.5233476383900247
Foxn3	0.00017668592899771807	0.5200745248335255
Gm5446	0.00017663563653836105	0.4798732462036252
Slc30a5	0.00017651432654168514	0.15976649950017785
Ddx4	0.00017649326785313478	0.4762031498836815
Gm36738	0.00017647658612219804	0.5012343646697205
Gm16793	0.00017644603146033867	0.5155540468110555
Ppp4r1l-ps	0.00017631683602047275	0.2568086470450397
C030034L19Rik	0.00017631644553266852	0.33734189113680857
Hars	0.00017624523161482238	0.43195004108796725
Gm15417	0.00017618806936845198	0.518979488321174
Nhlrc3	0.0001760225753973346	0.31751272129117825
Cep104	0.0001759761017784183	0.40814655106323156
Yod1	0.00017591813441515317	0.03182210925884266
Gm26533	0.00017590291682141148	0.5072097085525287
Diexf	0.00017585605612277765	0.48322727284130895
Gm4928	0.00017573361451924096	0.48321197202773974
Gm13140	0.0001757136133796879	0.5224968154769076
Nrbp2	0.0001756744188456823	0.3104530084702003
Gm6457	0.0001755719222492021	0.4698377136083507
Gna13	0.00017548712391498013	0.4453346995602582
Setd1a	0.00017542882707674535	0.17313877486632623
Adal	0.00017538295068355268	0.15352200152869636
Invs	0.000175341054859885	0.4077596871279997
Gm13163	0.00017528656397616978	0.5224180559660521
Hadhb	0.0001752820231750896	0.432144947497393
Serpina3e-ps	0.00017527396779464045	0.17440278778126872
Gm17052	0.00017520847317053874	0.5152096041965497
Gm6723	0.00017515083868956078	0.4681210460358382
Gm8520	0.00017508935669288873	0.45584893771882806
Atoh7	0.0001749548179528178	0.26973435792454353
Gm10766	0.0001749211763544891	0.5234945708235733
Zfp747	0.00017491568609111907	0.012559120451553385
Rps19-ps5	0.000174878457377909	0.19615390180911885
Gm15747	0.0001748622245512772	0.5179317512779869
Zfp64	0.00017461032847535532	0.01484084087776083
BC003965	0.0001745682125546707	0.2961297058387308
Zc3h14	0.00017455427882629901	0.027712713722547022
Ndufa7	0.00017448392941880398	0.32390452337707376
Gm3635	0.0001744518946538549	0.5014714021170437
Gm48604	0.00017430032620552183	0.4848206859483061
Nhlrc1	0.00017427890209715236	0.31762625137795186
Ciao1	0.00017422953833111528	0.4230181294168255
Gm16061	0.00017414845136849697	0.5169137966984239
Gm4959	0.00017412620675911586	0.48218643961143387
Gm11953	0.00017404051564856964	0.5235713453139117
Nfkbib	0.00017391927803983974	0.31864717333468384
Gm10254	0.00017377330630439177	0.5232846492717569
Mterf3	0.00017375080390224747	0.3372614195496073
Mrpl50	0.00017373895810586664	0.34171748171637206
Tpst2	0.00017363224206267902	0.08095734761451123
Chaf1b	0.00017354281784947746	0.4160098935790244
Flad1	0.00017353250038466136	0.5192672911193928
Tada2b	0.0001734906226049307	0.11843354756985658
Xrcc6	0.0001733510970973946	0.03381627064327375
1010001B22Rik	0.00017330258679834303	0.002562080860126271
Rdh13	0.00017330082537936084	0.2243034323975165
Mphosph9	0.00017324288373918572	0.34631614449170245
Ice2	0.00017293778203539427	0.41666681631361935
Zfp12	0.00017293188375443774	0.023605665247998786
Gm5182	0.00017291139439718886	0.4809192428244063
Engase	0.00017287937983986716	0.5065203490909407
Gm33619	0.00017286170720272386	0.502664639241942
Tbcd	0.00017268274030695258	0.11304605117689615
Zfyve26	0.00017267248617873135	0.006790650229290374
Gm14391	0.0001726663250296911	0.5200784807224066
G6pdx	0.00017264206262221804	0.5212005910598349
Gm21378	0.00017256463798039683	0.5108068181494191
Gm16581	0.00017254622866006117	0.5156939853855071
Frmd8os	0.00017247681927773183	0.5204116807236636
Elp4	0.00017241446876402116	0.5051193060673937
Gm17748	0.0001723960283729521	0.514294224531931
Gm10095	0.00017226278101558127	0.5231014177401088
Snhg12	0.00017223381761443806	0.14722524047712326
Gsg1l	0.00017206812231726986	0.43823491149868044
Alg5	0.00017204632156977856	0.1896306458668584
Rac3	0.0001720393636082028	0.23409784679963974
Gm24608	0.0001719983157318949	0.5085918526550451
Gm49359	0.00017198795660073343	0.48287113032885737
Slc25a15	0.00017193725622648522	0.16296003117507163
Rbpj-ps3	0.0001719221921377146	0.22591016951941556
Tmem138	0.00017190397611015543	0.09653946635113309
Mpv17l2	0.00017187195446152943	0.34548701873064436
Aven	0.00017186141937879708	0.28730854749850643
Kifc2	0.0001718457349564015	0.3950688157920851
Slc29a3	0.0001717382748628114	0.1603088602502799
Pik3c3	0.00017173658559635366	0.27612443184006186
C2	0.00017166034688625815	0.3396917385635374
Polk	0.00017163495644296513	0.265352351951601
Lrrc47	0.0001716033644371812	0.3799140395422804
Cfap43	0.00017146985353058122	0.4143416890126821
Gm10059	0.00017146935351559478	0.5230559893200823
Hist1h4b	0.00017141550709406182	0.4252733131138754
Cdkal1	0.00017137464873152622	0.40151555699035957
Gm14418	0.00017125451814679023	0.5199922731566504
Lrrc24	0.000171060947987933	0.3804508921506178
Gm5356	0.00017089864642817756	0.4803778361861765
C430002N11Rik	0.00017088798276598217	0.3421675655156604
Orm2	0.00017088309592173001	0.2999252732983514
Gm5819	0.00017079627334964782	0.4762040589943349
Gpr146	0.00017058171021434648	0.44104755355349157
Rad1	0.00017055820118463377	0.2339200740314601
Ubash3a	0.00017047412799335026	0.060800360899437855
Gm20559	0.0001704254786594265	0.5115663507927574
Cebpd	0.000170416910058145	0.40454113351239956
Gm22858	0.00017038224057654887	0.5098609061383416
Eml4	0.00017028838216903407	0.5060183958223202
Ap3s2	0.00017025681008614316	0.2183725896374314
Alg6	0.00017011567910665097	0.1898335414697121
Ncoa1	0.00017008827524043915	0.3257644327920183
Swt1	0.00017006551251931852	0.12109860168277997
Ipo8	0.00017006478926566987	0.40729772355946203
Gm30108	0.0001700516757359801	0.503742588831097
Mad2l2	0.000170042273912468	0.3749658425862764
Gm6296	0.00017002328132451102	0.47128880923912625
AA986860	0.0001699919767633613	0.10646329177049041
Trav6-3	0.00016998484499220178	0.07828551577817511
Nr1h3	0.00016996689208161378	0.3111944474933679
Eny2	0.00016994730071980937	0.5073362843899796
Mrip-ps	0.0001699354772351557	0.3444354802775744
Nrd1	0.00016993172239105904	0.31039596740514386
A330035P11Rik	0.0001698907357280543	0.09677930542747074
Coq4	0.00016988883389718816	0.44421944197858143
Zbed3	0.00016982749990958817	0.030553781304275218
Poldip2	0.00016974478273485295	0.26593644639620795
Kctd3	0.00016970621837964671	0.39846041427525725
Slc22a21	0.0001696900840230295	0.1635624013147261
Gm13461	0.00016947559271366774	0.5217777371277017
Mios	0.0001694228718607496	0.3565107799208185
Csl	0.00016939737493318376	0.4553993162002252
Nsun5	0.00016927203694277497	0.30874094117420514
A930005H10Rik	0.00016921759349332528	0.10340131258969866
Actr8	0.00016919524101141893	0.15147450311853106
Mtfp1	0.00016912557976635358	0.33698243171279785
Gm30238	0.00016904008918695564	0.5037145342115797
Cbx3-ps8	0.00016898082670581434	0.36446471501355093
Col7a1	0.00016886704036589323	0.44028373624780437
Nipbl	0.0001688442852438368	0.3168313051422532
Daglb	0.00016871562132734745	0.4695816591296691
Rrp8	0.0001687148946635227	0.1904537401697599
Chmp2b	0.00016866821596528693	0.419897749890212
Tarbp2	0.00016864990122229277	0.11588964977327931
Pip4p2	0.00016861715537593475	0.2745557904806579
Ssbp2	0.00016855126361443886	0.13145006393334735
Prag1	0.00016846281058785774	0.2556344093862629
Ercc6	0.00016845916653450966	0.508647316028308
Gm18849	0.00016845537780993408	0.5132318367797057
Trappc2l	0.0001684444779377395	0.07907515524445274
Gm10156	0.00016823164059163778	0.5231664531975649
Idh3a	0.00016819288983441053	0.41626320623376956
A430078G23Rik	0.00016816150114924594	0.09842399123370477
Adamts6	0.00016813224781964063	0.15557502175380383
Lrch1	0.00016806723829561332	0.3816829337649691
Gm26517	0.00016806496173579806	0.5073138476581951
Mir1943	0.00016794079649307036	0.3556865869535274
Gm8258	0.0001679212450126254	0.45754316022381186
Nupl2	0.0001678595480252899	0.3044545765060187
Rnf216	0.00016785525235348193	0.21315240074703545
Abcf3	0.00016780342687099052	0.1273050424720128
Scd4	0.00016776668949238587	0.18174121949016075
Gm13294	0.00016775393434932987	0.5221317694342544
Fbxw7	0.00016775048558450437	0.5177871576860145
Cops8	0.00016769802565156695	0.443398253937511
Ccdc86	0.00016767731999044498	0.3757590807724028
Tceanc2	0.00016764998025110557	0.11165456909926941
Fbxl20	0.00016762124382497853	0.5169011839796781
Hras	0.000167514226952274	0.4201892304572975
Rrp15	0.00016749545911268025	0.19069402040117445
Gm5106	0.0001674928794978923	0.4814580777731022
4833403J16Rik	0.00016737708587226486	0.05829715741656447
Ccdc127	0.00016734127097597936	0.36789389507477976
Naxd	0.00016733637652020515	0.32756503217355093
Gm7561	0.00016725629806421246	0.4625835049048297
Gm6419	0.00016722607958192617	0.4703774259919109
Wwp1	0.00016721206624757527	0.03581295435730092
Gm11235	0.00016713981860710415	0.5235461478096518
Ehmt1	0.00016709900015542104	0.5007357917970525
Gm6382	0.00016704085168984975	0.47058475905008595
Cbx3-ps1	0.00016703924067543922	0.36386550724454897
Snapc5	0.00016702594209101184	0.14764757880403157
Arfgef1	0.00016696645672510012	0.23160164537770003
Pex19	0.00016691529091072987	0.2839548123126133
Klhl15	0.0001668677122460891	0.3935487517059696
Zkscan1	0.00016683083931648057	0.006305775588956397
9930111J21Rik2	0.00016668292889431273	0.09425223041268806
Wac	0.00016666640608708642	0.042013575944640946
Zfp383	0.00016664521976352532	0.01965271984266892
Elmod3	0.00016659670228195235	0.5045497592521426
Sugp1	0.00016655439069997998	0.12339897830399893
Tbc1d16	0.00016645991623195577	0.11449747892369311
Lipe	0.00016644166808431823	0.384457786122018
Ube2d-ps	0.00016634083647855058	0.0603113752530664
Glo1	0.00016627369443460052	0.5228902965096668
B330016D10Rik	0.0001662674092329518	0.29109527387814055
Sipa1l3	0.0001661597076577087	0.1667549870256828
1110020A21Rik	0.0001661331769129255	0.005356550197947117
Nasp	0.0001661129842043191	0.32818344020165446
Dclre1c	0.0001660828788754999	0.4724165231686559
Gm47258	0.00016607375559824885	0.4882995143038264
Bbs4	0.0001660289950624972	0.3064814666299973
Mrpl55	0.00016599245985548432	0.341495132833455
Tada2a	0.00016591440920922138	0.11849415624109805
Jmjd1c	0.0001658949858198378	0.4021944422632342
Rcan1	0.00016579680569835545	0.22549360487322567
Hdhd5	0.00016573275149438327	0.4299471030887401
Gm5430	0.0001656233033961474	0.4800287482139266
Polg	0.00016560935641945872	0.2655860052911593
Clasrp	0.00016548747864747915	0.42674227995893266
Angptl3	0.0001654041566220029	0.20144786671839332
Pard6a	0.00016537286871696024	0.29394619458909665
Kat2a	0.00016535772157795826	0.4007448656827626
Gm4865	0.00016535340113283165	0.4847092139670497
9630010A21Rik	0.00016533996271080032	0.09214385349677914
Mtf1	0.0001652883712897265	0.33714983671054954
Gm7459	0.00016522839134436095	0.4631875051867207
Lsm2	0.00016520824134651284	0.37840991171045146
Fam234b	0.00016514409332153183	0.5150644333667649
Elof1	0.0001651098554941946	0.5047699313036855
Zfp40	0.00016508524859190548	0.019177245203660265
Gm43080	0.0001650609958340248	0.4959428954919092
4933407L21Rik	0.00016497872816944938	0.07169037333564529
Zfp790	0.00016496703404177365	0.0114759630640896
Gm24853	0.0001649145842790582	0.5084152254215764
Gm14322	0.00016491252368422443	0.5202064490101783
Il5ra	0.00016489275582029693	0.4115447971709596
Pinx1	0.00016465000350040455	0.274846283809988
Ndst1	0.0001645435950482697	0.32463749083426885
Mynn	0.0001644757704683484	0.3324508346886105
Dhx33	0.00016443476061461627	0.48209286277442
Gm11893	0.00016434595195104004	0.5235781182478084
Slc25a12	0.00016432535889883187	0.16308049754520693
Gm18889	0.00016429513182558304	0.513120938662103
F730311O21Rik	0.0001641842820083508	0.5121277530082802
Fam83h	0.00016415695136716456	0.5157033107974014
Guca1a	0.0001640963564251189	0.43520301591378696
Mir26a-2	0.00016405035453481926	0.35524679471373943
Mrpl13	0.00016403111311798186	0.3438264095656074
Sfxn2	0.0001639559041502675	0.17115171871796886
Tyw5	0.00016386715355960272	0.06214555074451489
Gm8326	0.00016375693776625807	0.4570542936407492
Nudt16	0.00016372233896192858	0.3067420161096177
Gm37199	0.00016355617514080678	0.5005757497601031
Mrpl47	0.00016345605372898218	0.34193973545681766
Gm5673	0.00016345292432035644	0.4770806647422724
Cacnb2	0.00016325183335341378	0.34577173081799556
Orc5	0.0001632478280141049	0.3000975366138482
Atp7a	0.00016324031660714883	0.2812012906121843
Yipf1	0.00016323208649472875	0.03248715551337211
Fth-ps2	0.00016321708567815132	0.5205405764399624
Abl2	0.00016315306968402084	0.13344620981730387
Mageh1	0.00016314849751078022	0.37448013493519516
9930111J21Rik1	0.0001631284947107967	0.09401782993925278
Armc6	0.00016304236806109944	0.24925739756149856
Slc25a47	0.00016302315280341742	0.16121280602100851
Gm18913	0.00016299673423847218	0.5130319760878749
Gm5630	0.00016293601306941035	0.47731884594628
Pex11b	0.00016289665607398902	0.28435994842516554
Gm8615	0.00016276775048119604	0.45513120547673935
Ufd1	0.00016276721587463059	0.05572633149040351
Ccdc61	0.00016273374515425812	0.37388998697928233
Setdb1	0.00016268321595552408	0.17265711860845412
Chrnb2	0.00016265716681937553	0.4216396903225451
Rbm6-ps1	0.00016264761927663917	0.22662374034593102
Gm11008	0.0001625877363761844	0.5235147690009081
Zfp420	0.00016236854867661245	0.01876078833693151
AK157302	0.00016228224642423183	0.1154455752382946
Gpr89	0.00016214089797727898	0.44023951270125367
Clpb	0.0001620922383579913	0.43105565521435224
Gm35558	0.00016205352190469928	0.5018250226692897
Zfp526	0.00016204927911806833	0.016981816620990187
Polr2f	0.00016194533367894917	0.26453426993305185
Gm47681	0.0001618812915555574	0.4872838495639022
Rif1	0.00016182629565203376	0.21828682943294764
Dffb	0.00016175795220048792	0.4799026471577833
Trim62	0.00016172553995078424	0.07536792913875368
Gm7645	0.00016170258773660025	0.4619781759678121
Abcd1	0.0001616760173781991	0.12589480230453723
Gm47273	0.00016166183943969016	0.4881911159527026
Lgalsl	0.00016159353498007656	0.3858943441749646
Gm37963	0.0001615591122504244	0.4990809970403562
Lipt1	0.00016155477646795756	0.3843512412883653
5830444B04Rik	0.00016155343281833813	0.0794706420346112
Eif2ak3	0.00016153406673640854	0.5014976657335993
Nkrf	0.0001614556790840162	0.3160928314077296
Mrps9	0.00016142815903977842	0.33960277818768625
Snupn	0.0001613613018425323	0.1425732688919401
Fancb	0.00016126515776278792	0.5159624850758546
Tmbim1	0.00016124721959827042	0.09931689512517683
Atg14	0.00016112335019828386	0.2658991258844382
Zfp580	0.0001611125096532931	0.01627286679867901
Gm18852	0.0001610515995253886	0.513209671173942
Zfp729b	0.00016104720956702835	0.012858976502265307
Acat2	0.00016099199605779284	0.13924261036307395
Sirt4	0.00016097988701565922	0.16645387645855347
Ccdc43	0.00016089993701133773	0.3725841907188501
Sox5	0.00016079573995055315	0.13961281816067317
Mars2	0.00016067388838204703	0.3692286151762202
Trbv13-3	0.00016059293047224579	0.07798186964624332
Cdc16	0.0001605868574655109	0.39319179018303874
Ing4	0.0001605106969659619	0.41001290844769167
Trmt61a	0.0001603604585695263	0.07348317588810727
Gpn1	0.0001602851135733203	0.4415216366197842
Ndufs4	0.00016026716667891518	0.32221150032901713
Slc15a4	0.00016014135944587927	0.16470677330155836
Zfp106	0.00015992440853987143	0.023967755947723157
Gm11889	0.00015992373345780322	0.5235792111494373
Nemf	0.00015985089860068457	0.32034579909768357
Fads6	0.00015981409137913469	0.5124976301979309
Gm11970	0.00015979521002346364	0.5235624885578736
Tpra1	0.00015978719645589934	0.08138270495099009
Exosc5	0.00015978292837167844	0.511526271342701
Mfsd11	0.00015976123663895663	0.35979970388695526
Slc41a2	0.00015968739030074462	0.1565119283596793
Shmt1	0.00015967391285910852	0.1682606277495542
Atp6v1g1	0.0001596429440783574	0.28064366757070536
Mir339	0.00015959140814583942	0.3548619048596501
Phpt1	0.00015956401027407343	0.2788532197242296
Xpnpep3	0.00015954318989593437	0.03460259693793377
4930515G01Rik	0.00015949941163370372	0.06534026467328398
Cdc34b	0.00015949520491094236	0.39439368910649814
Gm18042	0.00015937997552787676	0.5138891283111995
Mtch2	0.00015927779332165396	0.3375961555118697
R3hdm4	0.0001592567826175721	0.2385970490732806
Gm37144	0.00015911859802570573	0.5007261027485328
Scd3	0.0001590927329153402	0.1818012976778146
Higd1a	0.00015905476338349848	0.42744451197981276
St7	0.0001590359508853465	0.1298155463520766
Cfdp1	0.00015903162048924713	0.4146994311595441
Hus1	0.00015896461285946307	0.41782644766479515
Gm7443	0.0001589463343932343	0.4632735760037361
Bdp1	0.00015884174259787401	0.3130975468134439
Esf1	0.00015883363106376143	0.5097886592859651
Lbx2	0.00015876209265113468	0.38806625899949887
Rbks	0.0001587129360236407	0.22870269701279589
Gm1947	0.00015870736750487818	0.5126730662585671
Tomm20	0.00015868558039483434	0.08423805259393413
Kctd11	0.00015856404241006158	0.3989284207612581
A830008E24Rik	0.00015848402557260956	0.10269704940163067
Gsta3	0.00015830429940177335	0.43780361525509365
Arcn1	0.00015829366350385697	0.22940476230904694
2210016L21Rik	0.00015828610357255393	0.03632345896858151
Gtf3c2	0.00015826912988033725	0.43602377459846553
